competencia,publication_status,status_reason,n_veiculos,pl_total,previous_vehicles,previous_pl_brl,vehicle_ratio_vs_previous,pl_ratio_vs_previous,tab1_coverage,tab2_coverage,x1_coverage,x2_coverage,x4_coverage,tab7_coverage,generated_at_utc
2024-02,completa,competência histórica consolidada,2447,494426366183.3,2425.0,494413530821.27,1.0090721649484535,1.0000259607822801,1.0,1.0,1.0,1.0,1.0,1.0,2026-07-16T03:26:27+00:00
2024-03,completa,competência histórica consolidada,2490,501222302277.3299,2447.0,494426366183.3,1.0175725378013896,1.01374509241182,1.0,1.0,1.0,1.0,1.0,1.0,2026-07-16T03:26:27+00:00
2024-04,completa,competência histórica consolidada,2538,543418901727.01,2490.0,501222302277.3299,1.0192771084337349,1.0841873940125124,1.0,1.0,1.0,1.0,1.0,1.0,2026-07-16T03:26:27+00:00
2024-05,completa,competência histórica consolidada,2612,550993351468.99,2538.0,543418901727.01,1.0291568163908589,1.0139385099007563,1.0,1.0,1.0,1.0,1.0,1.0,2026-07-16T03:26:27+00:00
2024-06,completa,competência histórica consolidada,2682,555720900577.71,2612.0,550993351468.99,1.0267993874425727,1.0085800474653932,1.0,1.0,1.0,1.0,1.0,1.0,2026-07-16T03:26:27+00:00
2024-07,completa,competência histórica consolidada,2744,610275418185.86,2682.0,555720900577.71,1.023117076808352,1.098168914560235,1.0,1.0,1.0,1.0,1.0,1.0,2026-07-16T03:26:27+00:00
2024-08,completa,competência histórica consolidada,2810,623507211137.18,2744.0,610275418185.86,1.0240524781341107,1.0216816744653645,1.0,1.0,1.0,1.0,1.0,1.0,2026-07-16T03:26:27+00:00
2024-09,completa,competência histórica consolidada,2881,638307145882.99,2810.0,623507211137.18,1.0252669039145907,1.023736589539706,1.0,1.0,1.0,1.0,1.0,1.0,2026-07-16T03:26:27+00:00
2024-10,completa,competência histórica consolidada,3007,678424018006.28,2881.0,638307145882.99,1.04373481430059,1.06284885322378,1.0,1.0,1.0,1.0,1.0,1.0,2026-07-16T03:26:27+00:00
2024-11,completa,competência histórica consolidada,3061,695585065076.76,3007.0,678424018006.28,1.0179580977718656,1.025295459203983,1.0,1.0,1.0,1.0,1.0,1.0,2026-07-16T03:26:27+00:00
2024-12,completa,competência histórica consolidada,3140,731837114451.0798,3061.0,695585065076.76,1.0258085592943482,1.0521173486816013,1.0,1.0,1.0,1.0,1.0,1.0,2026-07-16T03:26:27+00:00
2025-01,completa,competência histórica consolidada,3192,734607037572.63,3140.0,731837114451.0798,1.0165605095541401,1.0037848901987265,1.0,1.0,1.0,1.0,1.0,1.0,2026-07-16T03:26:27+00:00
2025-02,completa,competência histórica consolidada,3254,744347337925.86,3192.0,734607037572.63,1.0194235588972431,1.0132591982584525,1.0,1.0,1.0,1.0,1.0,1.0,2026-07-16T03:26:27+00:00
2025-03,completa,competência histórica consolidada,3316,752197889669.19,3254.0,744347337925.86,1.0190534726490472,1.0105468930206774,1.0,1.0,1.0,1.0,1.0,1.0,2026-07-16T03:26:27+00:00
2025-04,completa,competência histórica consolidada,3388,768273682089.23,3316.0,752197889669.19,1.0217129071170084,1.0213717595340637,1.0,1.0,1.0,1.0,1.0,1.0,2026-07-16T03:26:27+00:00
2025-05,completa,competência histórica consolidada,3452,782600003205.14,3388.0,768273682089.23,1.0188902007083824,1.0186474188168873,1.0,1.0,1.0,1.0,1.0,1.0,2026-07-16T03:26:27+00:00
2025-06,completa,competência histórica consolidada,3592,857894938092.49,3452.0,782600003205.14,1.040556199304751,1.096211263198287,1.0,1.0,1.0,1.0,1.0,1.0,2026-07-16T03:26:27+00:00
2025-07,completa,competência histórica consolidada,3647,869877017295.53,3592.0,857894938092.49,1.0153118040089086,1.0139668375123905,1.0,1.0,1.0,1.0,1.0,1.0,2026-07-16T03:26:27+00:00
2025-08,completa,competência histórica consolidada,3717,876556028773.3999,3647.0,869877017295.53,1.0191938579654511,1.0076781100604717,1.0,1.0,1.0,1.0,1.0,1.0,2026-07-16T03:26:27+00:00
2025-09,completa,competência histórica consolidada,3757,887129384598.26,3717.0,876556028773.3999,1.01076136669357,1.0120623844657777,1.0,1.0,1.0,1.0,1.0,1.0,2026-07-16T03:26:27+00:00
2025-10,completa,competência histórica consolidada,3824,892088185626.5801,3757.0,887129384598.26,1.0178333776949693,1.0055897156766662,1.0,1.0,1.0,1.0,1.0,1.0,2026-07-16T03:26:27+00:00
2025-11,completa,competência histórica consolidada,3870,889436577366.6199,3824.0,892088185626.5801,1.012029288702929,0.9970276388560199,1.0,1.0,1.0,1.0,1.0,1.0,2026-07-16T03:26:27+00:00
2025-12,completa,competência histórica consolidada,4007,918137307493.73,3870.0,889436577366.6199,1.0354005167958655,1.032268439209106,1.0,1.0,1.0,1.0,1.0,1.0,2026-07-16T03:26:27+00:00
2026-01,completa,competência histórica consolidada,4059,892585847001.55,4007.0,918137307493.73,1.0129772897429499,0.972170327593017,1.0,1.0,1.0,1.0,1.0,1.0,2026-07-16T03:26:27+00:00
2026-02,completa,competência histórica consolidada,4095,906556904694.14,4059.0,892585847001.55,1.0088691796008868,1.0156523406006523,1.0,1.0,1.0,1.0,1.0,1.0,2026-07-16T03:26:27+00:00
2026-03,completa,competência histórica consolidada,4141,913618482746.35,4095.0,906556904694.14,1.0112332112332112,1.0077894482030254,1.0,1.0,1.0,1.0,1.0,1.0,2026-07-16T03:26:27+00:00
2026-04,completa,competência histórica consolidada,4212,954774302237.53,4141.0,913618482746.35,1.0171456170007245,1.0450470522087787,1.0,1.0,1.0,1.0,1.0,1.0,2026-07-16T03:26:27+00:00
2026-05,completa,competência histórica consolidada,4224,958535660089.73,4212.0,954774302237.53,1.002849002849003,1.0039395256485069,1.0,1.0,1.0,1.0,1.0,1.0,2026-07-16T03:26:27+00:00
2026-06,preliminar,carga parcial da CVM; não usar como fotografia consolidada,1990,336931365137.57,4224.0,958535660089.73,0.47111742424242425,0.3515063436513456,1.0,1.0,1.0,1.0,1.0,1.0,2026-07-16T03:26:27+00:00
