role,participant,pl_current,funds_current,pl_previous_reconstructed,funds_previous_reconstructed,pl_previous_confirmed,funds_previous_confirmed,pl_previous_dated_cohort,pl_current_dated_cohort,share_current,share_previous_reconstructed,delta_share_pp_reconstructed,share_previous_min,share_previous_max,delta_share_pp_lower_bound,delta_share_pp_upper_bound,share_previous_dated_cohort,share_current_dated_cohort,delta_share_pp_dated_cohort,dated_market_coverage_previous,dated_cohort_current_pl_share,direction_crosscheck,decision_grade,rank_current,rank_previous_reconstructed,rank_change_reconstructed,delta_pl_brl_reconstructed,delta_funds_reconstructed,competencia_previous,competencia_current
gestor,GRUPO GENIAL,26996453150.27,48.0,25861175297.34,43.0,11792317290.92,15.0,11792317290.92,12061445977.41,0.02816426584248605,0.0330452021357341,-0.488093629324805,0.015068128344779634,0.6985359897526635,-67.03717239101775,1.3096137497706417,0.047603786496373576,0.04417786171105943,-0.3425924785314144,0.31653213859211626,0.2848304461686299,same_direction,directional_only,7,5,-2,1135277852.9300003,5.0,2025-05,2026-05
gestor,TERCON INVESTIMENTOS S.A,23959513209.65,230.0,13603518774.7,162.0,850190413.51,14.0,850190413.51,7806210219.25,0.02499595394020825,0.017382467057228165,0.7613486882980084,0.0010863664835523172,0.6845542278914363,-65.9558273951228,2.390958745665593,0.00343208903962896,0.028592067335821945,2.5159978296192986,0.31653213859211626,0.2848304461686299,same_direction,directional_only,8,10,2,10355994434.95,68.0,2025-05,2026-05
gestor,ITAU/INTRAG,19401175472.15,27.0,13711368577.2,17.0,946682221.75,2.0,946682221.75,1430928831.37,0.02024043160828657,0.0175202766688539,0.27201549394326696,0.0012096629413146703,0.6846775243491986,-66.4437092740912,1.9030768666971902,0.0038216117538492473,0.005241110904034925,0.1419499150185678,0.31653213859211626,0.2848304461686299,same_direction,directional_only,9,9,0,5689806894.950001,10.0,2025-05,2026-05
gestor,VALORA RENDA FIXA LTDA,15149985484.47,24.0,5788207795.49,23.0,2555723488.05,15.0,2555723488.05,6049791001.89,0.015805343624932834,0.0073961254431183015,0.8409218181814532,0.0032656829511666617,0.6867335443590505,-67.09282007341177,1.2539660673766173,0.010317065956372997,0.02215877190536481,1.1841705948991814,0.31653213859211626,0.2848304461686299,same_direction,directional_only,10,29,19,9361777688.98,1.0,2025-05,2026-05
gestor,INTEGRAL INVESTIMENTOS LTDA,14101509780.25,20.0,13503577952.14,21.0,3710626180.1,5.0,3710626180.1,2242843787.9,0.014711512953967656,0.017254763476662494,-0.25432505226948376,0.004741408337468851,0.6882092697453527,-67.3497756791385,0.9970104616498804,0.014979231993812282,0.008214938978869565,-0.6764293014942716,0.31653213859211626,0.2848304461686299,same_direction,directional_only,11,11,0,597931828.1100006,-1.0,2025-05,2026-05
gestor,VERT GESTORA DE RECURSOS FINANCEIROS LTDA,14022094094.43,45.0,7238225177.75,26.0,5853811065.9,13.0,5853811065.9,7241550906.0,0.014628661904052032,0.009248946010868687,0.5379715893183346,0.007479952775269237,0.6909478141831532,-67.63191522791013,0.7148709128782795,0.02363094252779151,0.026523870777851958,0.28929282500604475,0.31653213859211626,0.2848304461686299,same_direction,directional_only,12,23,11,6783868916.68,19.0,2025-05,2026-05
gestor,KANASTRA ADMINISTRACAO DE RECURSOS LTDA,13541465222.99,42.0,4373294929.0,37.0,2474069736.79,17.0,2474069736.79,2182726614.09,0.014127241986722083,0.005588161143737749,0.8539080842984335,0.003161346443467215,0.6866292078513511,-67.25019658646289,1.0965895543254869,0.009987442215278274,0.007994745795066224,-0.19926964202120495,0.31653213859211626,0.2848304461686299,indeterminate,not_decision_grade,13,40,27,9168170293.99,5.0,2025-05,2026-05
gestor,ARTESANAL INVESTIMENTOS LTDA,13439992082.76,29.0,17422037405.49,46.0,17217098746.55,42.0,17217098746.55,12148374823.01,0.01402137932093404,0.02226173950183748,-0.824036018090344,0.021999870529053587,0.7054677319369376,-69.14463526160036,-0.7978491208119547,0.06950280191738334,0.04449625890214344,-2.5006543015239897,0.31653213859211626,0.2848304461686299,same_direction,directional_only,14,7,-7,-3982045322.7300014,-17.0,2025-05,2026-05
gestor,PETRA CAPITAL GESTAO DE INVESTIMENTOS LTDA,13244109811.869999,56.0,9775052168.31,50.0,1263752494.21,7.0,1263752494.21,2664346948.17,0.013817023573885815,0.012490483169277094,0.1326540404608721,0.0016148127894637097,0.6850826741973476,-67.12656506234617,1.2202210784422105,0.005101576088438083,0.009758792705865335,0.4657216617427252,0.31653213859211626,0.2848304461686299,same_direction,directional_only,15,15,0,3469057643.5599995,6.0,2025-05,2026-05
gestor,POLIGONO CAPITAL LTDA,13202342508.58,54.0,10198683841.47,35.0,3292928416.6,7.0,3292928416.6,2706850901.58,0.01377344950040159,0.013031796319577394,0.0741653180824196,0.004207677489284187,0.687675538897168,-67.39020893967664,0.9565772011117403,0.01329304982425878,0.009914473358038974,-0.3378576466219807,0.31653213859211626,0.2848304461686299,indeterminate,not_decision_grade,16,14,-2,3003658667.1100006,19.0,2025-05,2026-05
gestor,OURO PRETO GESTAO DE RECURSOS S.A,12239021209.8,100.0,7885660066.07,86.0,4993249116.28,43.0,4993249116.28,7371075256.11,0.012768456844531257,0.010076233112412807,0.26922237321184495,0.006380333626156578,0.6898481950340405,-67.70797381895093,0.6388123218374678,0.02015698517861494,0.02699828394838652,0.6841298769771579,0.31653213859211626,0.2848304461686299,same_direction,directional_only,17,20,3,4353361143.73,14.0,2025-05,2026-05
gestor,ANGA ADMINISTRACAO DE RECURSOS LTDA,12167667058.45,40.0,10901659514.23,33.0,8353740569.67,19.0,8353740569.67,6162738054.0,0.012694016054980122,0.013930052989499401,-0.1236036934519279,0.010674342621335597,0.6941422040292194,-68.14481879742394,0.20196734336445243,0.033722776678581035,0.02257246685190213,-1.1150309826678904,0.31653213859211626,0.2848304461686299,same_direction,directional_only,18,12,-6,1266007544.2200012,7.0,2025-05,2026-05
gestor,JUS CAPITAL GESTAO DE RECURSOS LTDA,12120870728.0,35.0,17397956439.79,32.0,341464987.43,4.0,341464987.43,504652872.47,0.012645195408656312,0.02223096903723056,-0.9585773628574247,0.0004363212190538327,0.6839041826269378,-67.12589872182815,1.2208874189602479,0.0013784420785659202,0.0018484089597403273,0.04699668811744071,0.31653213859211626,0.2848304461686299,indeterminate,not_decision_grade,19,8,-11,-5277085711.790001,3.0,2025-05,2026-05
gestor,M8 PARTNERS GESTORA DE RECURSOS LTDA,11847668162.81,56.0,8134122522.08,50.0,6207173211.39,31.0,6207173211.39,8603705932.99,0.012360174645668291,0.010393716443606803,0.19664582020614882,0.007931476087360733,0.6913993374952446,-67.90391628495763,0.44286985583075583,0.025057411619049667,0.03151308156767724,0.6455669948627569,0.31653213859211626,0.2848304461686299,same_direction,directional_only,20,18,-2,3713545640.7299995,6.0,2025-05,2026-05
gestor,MULTIPLICA CAPITAL ASSET MANAGEMENT LTDA,10531123421.18,53.0,7532432841.71,45.0,1415745343.31,14.0,1415745343.31,1315213264.58,0.010986678805662968,0.009624882201457841,0.13617966042051272,0.001809028031576555,0.6852768894394604,-67.42902106337975,0.9177650774086413,0.0057151480403311306,0.004817275626155314,-0.08978724141758161,0.31653213859211626,0.2848304461686299,indeterminate,not_decision_grade,21,21,0,2998690579.4700003,8.0,2025-05,2026-05
gestor,DAYCOVAL ASSET MANAGEMENT ADMINISTRACAO DE RECURSOS LTDA,9976146018.78,35.0,8061690685.57,26.0,1591392051.22,5.0,1591392051.22,543460122.67,0.0104076941882852,0.010301163624525081,0.010653056376011896,0.0020334679845418484,0.6855013293924257,-67.50936352041404,0.8374226203743352,0.006424207012868851,0.0019905495733892244,-0.4433657439479627,0.31653213859211626,0.2848304461686299,indeterminate,not_decision_grade,22,19,-3,1914455333.210001,9.0,2025-05,2026-05
gestor,REDASSET GESTAO DE RECURSOS LTDA,9899202766.779999,9.0,8529795241.11,7.0,5692406347.7,3.0,5692406347.7,6305306156.25,0.010327422524742919,0.010899303866823673,-0.05718813420807541,0.0072737111223955256,0.6907415725302795,-68.04141500055366,0.3053711402347393,0.0229793762957146,0.023094655809793658,0.011527951407905648,0.31653213859211626,0.2848304461686299,indeterminate,not_decision_grade,23,17,-6,1369407525.6699991,2.0,2025-05,2026-05
gestor,CATALISE INVESTIMENTOS LTDA,9441582390.22,105.0,5511297009.55,70.0,324293161.91999996,4.0,324293161.91999996,225431310.53,0.009850006403868333,0.007042291064373207,0.28077153394951254,0.00041437919830290907,0.6838822406061867,-67.40322342023184,0.9435627205565424,0.0013091220378000183,0.0008256948031429799,-0.04834272346570384,0.31653213859211626,0.2848304461686299,indeterminate,not_decision_grade,24,30,6,3930285380.669999,35.0,2025-05,2026-05
gestor,XP VISTA ASSET MANAGEMENT LTDA,8906587475.48,41.0,5918213138.0,34.0,2034999301.5900002,10.0,2034999301.5900002,3233009425.5,0.009291868676691946,0.007562245225864996,0.17296234508269492,0.002600305767001861,0.6860681671748858,-67.67762984981938,0.6691562909690084,0.008214981829546915,0.011841651786841613,0.36266699572946975,0.31653213859211626,0.2848304461686299,same_direction,directional_only,25,28,3,2988374337.4799995,7.0,2025-05,2026-05
gestor,SMART AGRO INVESTIMENTOS LTDA,8737524820.86,11.0,9453893513.460001,10.0,0.0,0.0,0.0,0.0,0.009115492708995372,0.012080109218938873,-0.29646165099435007,0.0,0.6834678614078838,-67.43523686988885,0.9115492708995372,0.0,0.0,0.0,0.31653213859211626,0.2848304461686299,indeterminate,not_decision_grade,26,16,-10,-716368692.6000004,1.0,2025-05,2026-05
gestor,JIVE HIGH YIELD GESTAO DE RECURSOS LTDA,8488837244.08,18.0,6093455513.34,12.0,3716764638.2,5.0,3716764638.2,3937085207.84,0.008856047403896634,0.0077861685259190405,0.10698788779775932,0.004749252009938644,0.6882171134178225,-67.93610660139258,0.41067953939579893,0.015004012013006163,0.014420493710486468,-0.058351830251969494,0.31653213859211626,0.2848304461686299,indeterminate,not_decision_grade,27,27,0,2395381730.74,6.0,2025-05,2026-05
gestor,JIVE INVESTMENTS GESTAO DE RECURSOS E CONSULTORIA S.A,8342318387.36,30.0,6758236730.7,22.0,2109395480.78,5.0,2109395480.78,3713384327.14,0.008703190433811365,0.008635620627423495,0.0067569806387869635,0.0026953686073868726,0.6861632300152708,-67.74600395814593,0.6007821826424492,0.008515307859023213,0.013601137010575356,0.5085829151552143,0.31653213859211626,0.2848304461686299,same_direction,directional_only,28,25,-3,1584081656.6599998,8.0,2025-05,2026-05
gestor,ORRAM GESTAO DE RECURSOS LTDA,8296290647.650001,33.0,6746722126.24,34.0,3116161934.57,25.0,3116161934.57,3791596990.62,0.008655171625929256,0.008620907358304097,0.003426426762515901,0.003981806697939883,0.6874496681058238,-67.87944964798946,0.4673364927989373,0.012579470494371647,0.013887609149798504,0.13081386554268573,0.31653213859211626,0.2848304461686299,same_direction,directional_only,29,26,-3,1549568521.4100008,-1.0,2025-05,2026-05
gestor,XP INVESTIMENTOS CCTVM S.A,8010271568.71,3.0,5315267120.27,3.0,0.0,0.0,0.0,0.0,0.008356779932381594,0.006791805645925522,0.15649742864560717,0.0,0.6834678614078838,-67.51110814755023,0.8356779932381594,0.0,0.0,0.0,0.31653213859211626,0.2848304461686299,indeterminate,not_decision_grade,30,32,2,2695004448.4399996,0.0,2025-05,2026-05
gestor,VERSAL FINANCE GESTAO DE RECURSOS LTDA,6970488538.29,13.0,2840197099.8,8.0,0.0,0.0,0.0,585639329.95,0.007272017962938887,0.003629181048004047,0.364283691493484,0.0,0.6834678614078838,-67.6195843444945,0.7272017962938887,0.0,0.0021450407670477556,0.21450407670477556,0.31653213859211626,0.2848304461686299,same_direction,directional_only,31,55,24,4130291438.49,5.0,2025-05,2026-05
gestor,ASA ASSET MANAGEMENT LTDA,6629398944.54,9.0,1939996927.4099998,6.0,0.0,0.0,0.0,2843551405.2799997,0.006916173514003028,0.0024789124961215672,0.4437261017881461,0.0,0.6834678614078838,-67.65516878938809,0.6916173514003028,0.0,0.010415170866414131,1.0415170866414132,0.31653213859211626,0.2848304461686299,same_direction,directional_only,32,71,39,4689402017.13,3.0,2025-05,2026-05
gestor,G5 ADMINISTRADORA DE RECURSOS LTDA,6091476108.18,42.0,4606403311.61,34.0,2290625008.5299997,13.0,2290625008.5299997,2789379214.58,0.006354981209159989,0.005886025163230853,0.04689560459291359,0.0029269422427149762,0.6863948036505989,-68.00398224414388,0.3428038966445013,0.009246903823837737,0.010216752571144062,0.0969848747306325,0.31653213859211626,0.2848304461686299,same_direction,directional_only,33,37,4,1485072796.5700006,8.0,2025-05,2026-05
gestor,TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,5991042215.77,10.0,1378547417.32,10.0,322368659.91999996,2.0,322368659.91999996,42694443.73,0.0062502027469788345,0.0017614968204372045,0.44887059265416296,0.00041192008510061137,0.6838797814929845,-67.76295787460056,0.5838282661878224,0.0013013531167254146,0.0001563783674417757,-0.11449747492836389,0.31653213859211626,0.2848304461686299,indeterminate,not_decision_grade,34,92,58,4612494798.450001,0.0,2025-05,2026-05
gestor,GV ATACAMA CAPITAL LTDA,5826917986.14,31.0,3928685709.34,24.0,734702542.5600001,6.0,734702542.5600001,2022236723.32,0.006078978830682766,0.005020043052964554,0.10589357777182123,0.0009387970093930799,0.684406658417277,-67.83276795865942,0.5140181821289687,0.002965882117274717,0.007406914102768366,0.444103198549365,0.31653213859211626,0.2848304461686299,same_direction,directional_only,35,42,7,1898232276.8000002,7.0,2025-05,2026-05
gestor,RIZA SECURITIZACAO E CARTEIRAS GESTORA DE RECURSOS LTD,5693795604.17,18.0,405728907.12,2.0,0.0,0.0,0.0,2254802178.42,0.005940097840112694,0.0005184371396094255,0.5421660700503268,0.0,0.6834678614078838,-67.7527763567771,0.5940097840112694,0.0,0.008258739375908928,0.8258739375908928,0.31653213859211626,0.2848304461686299,same_direction,directional_only,36,175,139,5288066697.05,16.0,2025-05,2026-05
gestor,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,5278360276.42,17.0,4616569649.69,17.0,143403128.76000002,3.0,143403128.76000002,123936918.2,0.005506691609079922,0.005899015628396153,-0.039232401931623126,0.0001832393664358449,0.6836511007743198,-67.81444091652399,0.5323452242644077,0.0005788965608701346,0.00045394789674382065,-0.012494866412631395,0.31653213859211626,0.2848304461686299,same_direction,directional_only,37,36,-1,661790626.7300005,0.0,2025-05,2026-05
gestor,VALORA RENDA FIXA ESTRUTURADOS LTDA,5226986126.54,34.0,1141343099.8,13.0,231518804.51000002,2.0,231518804.51000002,2697783773.44,0.005453095115992549,0.0014583990482055034,0.3994696067787046,0.0002958328693608667,0.6837636942772448,-67.83105991612523,0.5157262246631682,0.0009346061056443856,0.009881262884449356,0.8946656778804971,0.31653213859211626,0.2848304461686299,same_direction,directional_only,38,102,64,4085643026.74,21.0,2025-05,2026-05
gestor,REDWOOD ADMINISTRACAO DE RECURSOS LTDA,5179762464.7,83.0,3117139424.33,58.0,369111018.62,15.0,369111018.62,1494118280.31,0.005403828652775541,0.0039830557265061965,0.1420772926269345,0.00047164709571723113,0.6839395085036011,-67.85356798508255,0.493218155705831,0.001490044890275727,0.005472557012743429,0.3982512122467701,0.31653213859211626,0.2848304461686299,same_direction,directional_only,39,49,10,2062623040.37,25.0,2025-05,2026-05
gestor,BLESS CAPITAL GESTORA DE RECURSOS LTDA,5100122724.62,76.0,2829001630.25,44.0,237229726.05,6.0,237229726.05,1244679871.2,0.005320743856459727,0.0036148755669100667,0.17058682895496605,0.0003031302390473105,0.6837709916469312,-67.84502477904715,0.5017613617412418,0.0009576602249477249,0.004558930606446285,0.36012703814985597,0.31653213859211626,0.2848304461686299,same_direction,directional_only,40,56,16,2271121094.37,32.0,2025-05,2026-05
gestor,QI TECH + SINGULARE,4911885951.61,17.0,798878092.5,10.0,479056747.34999996,5.0,479056747.34999996,99017450.94,0.005124364336273301,0.0010208000117917111,0.41035643244815895,0.0006121348650498621,0.6840799962729337,-67.89556319366604,0.4512229471223439,0.0019338790297014987,0.0003626745303010725,-0.15712044994004262,0.31653213859211626,0.2848304461686299,indeterminate,not_decision_grade,41,122,81,4113007859.1099997,7.0,2025-05,2026-05
gestor,VCM GESTAO DE CAPITAL LTDA,4846510824.46,24.0,4470462049.309999,16.0,112426128.82,2.0,112426128.82,187986163.4,0.005056161211577993,0.005712320509840548,-0.06561592982625553,0.0001436572046505987,0.6836115186125346,-67.85553574009565,0.4912504006927394,0.00045384713631153764,0.0006885432099793022,0.023469607366776453,0.31653213859211626,0.2848304461686299,indeterminate,not_decision_grade,42,39,-3,376048775.1500006,8.0,2025-05,2026-05
gestor,BRAVE GESTORA DE RECURSOS LTDA,4376372204.889999,27.0,3009845940.34,24.0,2132537254.38,13.0,2132537254.38,2793103246.64,0.004565685333480781,0.0038459569742054305,0.07197283592753506,0.0027249389798699075,0.6861928003877538,-68.1627115054273,0.18407463536108734,0.008608727669771528,0.010230392707962015,0.16216650381904868,0.31653213859211626,0.2848304461686299,same_direction,directional_only,43,51,8,1366526264.5499992,3.0,2025-05,2026-05
gestor,LASS CAPITAL GESTAO DE RECURSOS LTDA,4346824803.35,13.0,2554363107.84,12.0,0.0,0.0,0.0,0.0,0.00453485977031161,0.0032639446682578596,0.12709151020537504,0.0,0.6834678614078838,-67.89330016375722,0.453485977031161,0.0,0.0,0.0,0.31653213859211626,0.2848304461686299,indeterminate,not_decision_grade,44,59,15,1792461695.5100002,1.0,2025-05,2026-05
gestor,PORTOFINO GESTAO DE RECURSOS LTDA,4344457175.13,11.0,3566944912.56,10.0,1521008493.3700001,4.0,1521008493.3700001,1390032059.01,0.004532389723219383,0.004557813567533312,-0.002542384431392878,0.0019435324394846752,0.6854113938473686,-68.08790041241492,0.2588857283734708,0.006140079323790604,0.00509131692766322,-0.10487623961273843,0.31653213859211626,0.2848304461686299,same_direction,directional_only,45,45,0,777512262.5700002,1.0,2025-05,2026-05
gestor,GALAPAGOS CAPITAL INVESTIMENTOS E PARTICIPACOES LTDA,4285819588.64,35.0,1981369985.06,16.0,1134731774.41,10.0,1134731774.41,1985469742.01,0.004471215591748352,0.0025317786569707323,0.193943693477762,0.0014499511497095628,0.6849178125575934,-68.0446596965845,0.3021264442038789,0.004580739119126136,0.007272246450242424,0.26915073311162874,0.31653213859211626,0.2848304461686299,same_direction,directional_only,46,68,22,2304449603.58,19.0,2025-05,2026-05
gestor,NOVA OCCAM BRASIL GESTAO DE RECURSOS LTDA,4189743621.41,6.0,3327842252.57,3.0,0.0,0.0,0.0,0.0,0.004370983569894303,0.004252290108536692,0.011869346135761055,0.0,0.6834678614078838,-67.90968778379896,0.4370983569894303,0.0,0.0,0.0,0.31653213859211626,0.2848304461686299,indeterminate,not_decision_grade,47,47,0,861901368.8399997,3.0,2025-05,2026-05
gestor,ACURA GESTORA DE RECURSOS LTDA,4044196054.04,14.0,5200456378.38,13.0,193133669.12,4.0,193133669.12,212505050.95,0.004219139905198119,0.006645101401841963,-0.2425961496643844,0.0002467846515832107,0.6837146460594671,-67.9495506154269,0.3972355253614908,0.0007796511680642252,0.0007783493597163765,-0.000130180834784872,0.31653213859211626,0.2848304461686299,same_direction,directional_only,48,33,-15,-1156260324.3400002,1.0,2025-05,2026-05
gestor,ECO GESTAO DE ATIVOS LTDA,3979050191.58,9.0,5316406817.95,16.0,4499272058.389999,9.0,4499272058.389999,3634043630.11,0.004151175962725805,0.006793261942469518,-0.2642085979743713,0.0057491337081053175,0.6892169951159892,-68.50658191532634,-0.1597957745379512,0.018162875130710375,0.01331053318512896,-0.4852341945581415,0.31653213859211626,0.2848304461686299,same_direction,directional_only,49,31,-18,-1337356626.37,-7.0,2025-05,2026-05
gestor,GESTORA DE RECURSOS ID - GRID LTDA,3965921746.0,57.0,4003026537.59,42.0,233780361.04999998,5.0,233780361.04999998,254979958.01,0.0041374796067876534,0.005115035166362889,-0.09775555595752357,0.00029872266814790703,0.6837665840760317,-67.96291044692441,0.38387569386397463,0.000943735664493903,0.0009339236228520905,-0.0009812041641812496,0.31653213859211626,0.2848304461686299,same_direction,directional_only,50,41,-9,-37104791.59000015,15.0,2025-05,2026-05
gestor,CARMEL GESTORA DE ATIVOS LTDA,3804172311.07,26.0,4764519188.76,23.0,3975214798.23,8.0,3975214798.23,2852000373.2400002,0.003968733214071436,0.006088064361419502,-0.21193311473480655,0.005079497549130462,0.6885473589570144,-68.4578625742943,-0.11107643350590259,0.016047335893673374,0.010446117184031203,-0.5601218709642172,0.31653213859211626,0.2848304461686299,same_direction,directional_only,51,34,-17,-960346877.69,3.0,2025-05,2026-05
gestor,SUESTE CAPITAL GESTAO DE RECURSOS LTDA,3779427818.6200004,17.0,3410183860.74,13.0,476765004.34999996,4.0,476765004.34999996,454517180.77000004,0.003942918324255357,0.004357505554272406,-0.04145872300170489,0.0006092064942466239,0.6840770679021305,-68.01341495778752,0.3333711830008733,0.0019246276127165977,0.0016647752844032911,-0.025985232831330654,0.31653213859211626,0.2848304461686299,same_direction,directional_only,52,46,-6,369243957.8800006,4.0,2025-05,2026-05
gestor,INVISTA GESTORA DE RECURSOS LTDA,3731463508.86,4.0,3002880284.7599998,4.0,0.0,0.0,0.0,0.0,0.0038928791741672836,0.003837056315437896,0.005582285872938759,0.0,0.6834678614078838,-67.95749822337166,0.38928791741672836,0.0,0.0,0.0,0.31653213859211626,0.2848304461686299,indeterminate,not_decision_grade,53,52,-1,728583224.1000004,0.0,2025-05,2026-05
gestor,SECURITY ADM. DE RECURSOS LTDA,3715379541.24,2.0,3718416942.6,2.0,0.0,0.0,0.0,0.0,0.0038760994462033863,0.004751363311233345,-0.08752638650299589,0.0,0.6834678614078838,-67.95917619616804,0.38760994462033865,0.0,0.0,0.0,0.31653213859211626,0.2848304461686299,indeterminate,not_decision_grade,54,44,-10,-3037401.3600001335,0.0,2025-05,2026-05
gestor,QUADRA GESTAO DE RECURSOS S.A,3605249422.74,23.0,2913072843.95,19.0,19288676.88,1.0,19288676.88,0.0,0.003761205318540269,0.0037223010887036854,0.0038904229836583554,2.4646916433686666e-05,0.6834925083243176,-67.97313030057774,0.37365584021065823,7.786544691263314e-05,0.0,-0.007786544691263313,0.31653213859211626,0.2848304461686299,indeterminate,not_decision_grade,55,54,-1,692176578.79,4.0,2025-05,2026-05
gestor,MILENIO CAPITAL GESTAO DE INVESTIMENTOS LTDA,3491652328.89,35.0,3156513404.9900002,33.0,1925189349.7,16.0,1925189349.7,2006647977.09,0.0036426942410918138,0.004033367482829662,-0.03906732417378483,0.0024599914922251256,0.685927852900109,-68.22851586590173,0.11827027488666882,0.007771695800517349,0.007349816680412243,-0.04218791201051056,0.31653213859211626,0.2848304461686299,same_direction,directional_only,56,48,-8,335138923.8999996,2.0,2025-05,2026-05
gestor,INTRA ASSET MANAGEMENT LTDA,3407402160.44,10.0,825394336.04,4.0,0.0,0.0,0.0,2152771061.02,0.003554799578474762,0.0010546822548678709,0.2500117323606891,0.0,0.6834678614078838,-67.99130618294092,0.3554799578474762,0.0,0.007885026588639123,0.7885026588639124,0.31653213859211626,0.2848304461686299,same_direction,directional_only,57,120,63,2582007824.4,6.0,2025-05,2026-05
gestor,ARTESANAL FINANCEIRO LTDA,3402898699.1,10.0,155908900.68,4.0,26036418.79,1.0,26036418.79,3081190938.42,0.003550101306383791,0.00019921914137678863,0.33508821650070025,3.326912686349066e-05,0.6835011305347474,-67.99510292283635,0.35168321795203006,0.00010510505192763792,0.01128558113495094,1.11804760830233,0.31653213859211626,0.2848304461686299,same_direction,directional_only,58,259,201,3246989798.42,6.0,2025-05,2026-05
gestor,H2 KAPITAL S.A,3378653739.42,16.0,2538752968.14,15.0,822166561.76,6.0,822166561.76,1585845117.09,0.0035248075581285304,0.003243998157094981,0.028080940103354962,0.0010505578308111618,0.684518419238695,-68.09936116805665,0.24742497273173686,0.0033189610239385894,0.0058085279666447555,0.24895669427061662,0.31653213859211626,0.2848304461686299,same_direction,directional_only,59,60,1,839900771.2800002,1.0,2025-05,2026-05
gestor,MULTIPLIKE GESTAO DE RECURSOS LTDA,3301105102.87,2.0,2391187865.39,2.0,1213950211.08,1.0,1213950211.08,2133238063.57,0.003443904322308654,0.0030554406537143947,0.038846366859425926,0.0015511758319809155,0.6850190372398648,-68.1575132917556,0.18927284903277386,0.004900531866622753,0.007813482425380028,0.2912950558757275,0.31653213859211626,0.2848304461686299,same_direction,directional_only,60,62,2,909917237.48,0.0,2025-05,2026-05
gestor,BANK OF AMERICA MERRILL LYNCH BANCO MULTIPLO S.A,3167591673.65,2.0,2932040889.94,1.0,0.0,0.0,0.0,78056259.53,0.0033046153685648764,0.0037465383055607215,-0.0441922936995845,0.0,0.6834678614078838,-68.0163246039319,0.33046153685648766,0.0,0.00028589927324280766,0.028589927324280767,0.31653213859211626,0.2848304461686299,indeterminate,not_decision_grade,61,53,-8,235550783.71000004,1.0,2025-05,2026-05
gestor,MORE INVEST GESTORA DE RECURSOS LTDA,3167290809.96,4.0,2409351906.28,4.0,2409351906.28,4.0,2409351906.28,3167290809.96,0.0033043014901120164,0.0030786505193106245,0.022565097080139193,0.0030786505193106245,0.6865465119271945,-68.32422104370825,0.022565097080139193,0.009726186203410384,0.011600942015011101,0.18747558116007176,0.31653213859211626,0.2848304461686299,same_direction,directional_only,62,61,-1,757938903.6799998,0.0,2025-05,2026-05
gestor,NEBRASKA CAPITAL GESTAO DE RECURSOS LTDA,3165139500.64,5.0,2626019806.68,3.0,33890360.77,1.0,33890360.77,124854403.1,0.0033020571194437424,0.0033555070226490295,-0.0053449903205287155,4.330483086021206e-05,0.6835111662387441,-68.02091091193003,0.32587522885835307,0.000136810217922341,0.00045730839938256713,0.03204981814602261,0.31653213859211626,0.2848304461686299,indeterminate,not_decision_grade,63,58,-5,539119693.96,2.0,2025-05,2026-05
gestor,GUARDIAN CREDITO LTDA,3108489509.54,14.0,138541991.08,1.0,0.0,0.0,0.0,2124074683.98,0.0032429565627730634,0.00017702784374214287,0.30659287190309203,0.0,0.6834678614078838,-68.02249048451108,0.32429565627730633,0.0,0.007779919408384292,0.7779919408384293,0.31653213859211626,0.2848304461686299,same_direction,directional_only,64,266,202,2969947518.46,13.0,2025-05,2026-05
gestor,VINCI GESTORA DE RECURSOS LTDA,3100971795.0,13.0,2378016077.01,11.0,1287771873.16,7.0,1287771873.16,1677431963.68,0.0032351136469035624,0.00303860984828882,0.019650379861474228,0.0016455045590160079,0.6851133659668999,-68.18782523199964,0.15896090878875546,0.005198538658143675,0.006143986173793636,0.09454475156499614,0.31653213859211626,0.2848304461686299,same_direction,directional_only,65,63,-2,722955717.9899998,2.0,2025-05,2026-05
gestor,NORTH SEA GESTORA DE RECURSOS LTDA,2967850847.67,7.0,715972270.3000001,4.0,0.0,0.0,0.0,1247329.89,0.0030962341530331536,0.0009148636178989703,0.21813705351341833,0.0,0.6834678614078838,-68.03716272548506,0.3096234153033154,0.0,4.568636918964483e-06,0.00045686369189644824,0.31653213859211626,0.2848304461686299,same_direction,directional_only,66,132,66,2251878577.37,3.0,2025-05,2026-05
gestor,EMERALD GESTAO DE INVESTIMENTOS SOCIEDADE UNIPESSOAL LIMITADA,2956263542.31,4.0,1919853143.0900002,3.0,0.0,0.0,0.0,0.0,0.0030841456039655945,0.0024531729302673623,0.06309726736982323,0.0,0.6834678614078838,-68.03837158039182,0.30841456039655946,0.0,0.0,0.0,0.31653213859211626,0.2848304461686299,indeterminate,not_decision_grade,67,73,6,1036410399.2199998,1.0,2025-05,2026-05
