scope,scope_label,measure,participant,volume_brl,operations,registrations,share,rank,universe_volume_brl,universe_operations
cri,Tipo 1.3.2 — CRI,distribuicao_valor,VOTORANTIM,63000000.0,1,1,0.012562102941798391,11.0,5015083883.0,32
cri,Tipo 1.3.2 — CRI,distribuicao_valor,EQI Investimentos CTVM,58087000.0,1,1,0.011582458310797511,12.0,5015083883.0,32
cri,Tipo 1.3.2 — CRI,distribuicao_valor,CEF,43000000.0,2,2,0.008574133753925886,13.0,5015083883.0,32
cri,Tipo 1.3.2 — CRI,distribuicao_valor,One Corporate,42798477.0,2,3,0.008533950378193505,14.0,5015083883.0,32
cri,Tipo 1.3.2 — CRI,distribuicao_valor,CANAL COMPANHIA DE SECURITIZAÇÃO,25000000.0,1,1,0.004984961484840632,15.0,5015083883.0,32
cri,Tipo 1.3.2 — CRI,distribuicao_valor,UBS BB,21082000.0,2,4,0.004203718320936408,16.0,5015083883.0,32
cri,Tipo 1.3.2 — CRI,distribuicao_valor,GALAPAGOS CAPITAL INVESTIMENTOS E PARTICIPAÇÕES LTDA.,14703000.0,1,1,0.002931755548464472,17.0,5015083883.0,32
cri,Tipo 1.3.2 — CRI,distribuicao_valor,ANDBANK,3720000.0,3,5,0.000741762268944286,18.0,5015083883.0,32
cri,Tipo 1.3.2 — CRI,distribuicao_valor,RB CAPITAL DTVM,3167193.08,1,1,0.0006315334207541509,19.0,5015083883.0,32
cri,Tipo 1.3.2 — CRI,distribuicao_valor,WARREN,3071500.0,1,3,0.00061245236802752,20.0,5015083883.0,32
cri,Tipo 1.3.2 — CRI,distribuicao_valor,OPEA SECURITIZADORA,1500000.0,1,1,0.0002990976890904379,21.0,5015083883.0,32
cri,Tipo 1.3.2 — CRI,distribuicao_valor,DAYCOVAL,1054500.0,2,4,0.00021026567543057785,22.0,5015083883.0,32
cri,Tipo 1.3.2 — CRI,distribuicao_valor,GENIAL CV,171000.0,1,1,3.409713655630992e-05,23.0,5015083883.0,32
cri,Tipo 1.3.2 — CRI,distribuicao_valor,C6 CTVM,25000.0,1,3,4.984961484840631e-06,24.0,5015083883.0,32
cra,Tipo 1.3.3 — CRA,originacao_valor,BRADESCO BBI,1137961999.98,7,22,0.22556926922930512,1.0,5044844999.8,17
cra,Tipo 1.3.3 — CRA,originacao_valor,BB-BI,744652999.98,2,8,0.14760671537173517,2.0,5044844999.8,17
cra,Tipo 1.3.3 — CRA,originacao_valor,ITAU BBA,624686999.96,7,18,0.12382679745061848,3.0,5044844999.8,17
cra,Tipo 1.3.3 — CRA,originacao_valor,BTG PACTUAL,566565999.98,4,14,0.11230592813108455,4.0,5044844999.8,17
cra,Tipo 1.3.3 — CRA,originacao_valor,XP INVESTIMENTOS,542352999.98,3,12,0.10750637532005468,5.0,5044844999.8,17
cra,Tipo 1.3.3 — CRA,originacao_valor,SANTANDER,503847619.99,4,11,0.09987375628190256,6.0,5044844999.8,17
cra,Tipo 1.3.3 — CRA,originacao_valor,One Corporate,265000000.0,2,2,0.052528868579808846,7.0,5044844999.8,17
cra,Tipo 1.3.3 — CRA,originacao_valor,UBS BB,150000000.0,1,3,0.029733321837627648,8.0,5044844999.8,17
cra,Tipo 1.3.3 — CRA,originacao_valor,SAFRA,147572999.98,2,8,0.02925223668633039,9.0,5044844999.8,17
cra,Tipo 1.3.3 — CRA,originacao_valor,BOCOM BBM,90000000.0,1,1,0.017839993102576588,10.0,5044844999.8,17
cra,Tipo 1.3.3 — CRA,originacao_valor,TERRA,88205000.0,1,1,0.017484184351252978,11.0,5044844999.8,17
cra,Tipo 1.3.3 — CRA,originacao_valor,CEF,53847620.0,1,1,0.010673790771001836,12.0,5044844999.8,17
cra,Tipo 1.3.3 — CRA,originacao_valor,CANAL COMPANHIA DE SECURITIZAÇÃO,48000000.0,1,1,0.009514662988040847,13.0,5044844999.8,17
cra,Tipo 1.3.3 — CRA,originacao_valor,DAYCOVAL,40136999.980000004,2,8,0.007956042253347964,14.0,5044844999.8,17
cra,Tipo 1.3.3 — CRA,originacao_valor,INTER,24999999.99,1,4,0.004955553637622387,15.0,5044844999.8,17
cra,Tipo 1.3.3 — CRA,originacao_valor,M7 IB,8654760.0,1,1,0.001715565096716175,16.0,5044844999.8,17
cra,Tipo 1.3.3 — CRA,originacao_valor,GENIAL CV,8358999.98,1,4,0.001656938910973754,17.0,5044844999.8,17
cra,Tipo 1.3.3 — CRA,distribuicao_valor,BB-BI,778170919.27,2,8,0.2607126409800984,1.0,2984783999.52,13
cra,Tipo 1.3.3 — CRA,distribuicao_valor,BRADESCO BBI,704098477.55,8,21,0.23589595684754072,2.0,2984783999.52,13
cra,Tipo 1.3.3 — CRA,distribuicao_valor,BTG PACTUAL,404400997.66,8,21,0.13548752530334993,3.0,2984783999.52,13
cra,Tipo 1.3.3 — CRA,distribuicao_valor,XP INVESTIMENTOS,252340882.34,4,15,0.08454242664815288,4.0,2984783999.52,13
cra,Tipo 1.3.3 — CRA,distribuicao_valor,SANTANDER,179069912.49,4,13,0.05999426173511961,5.0,2984783999.52,13
cra,Tipo 1.3.3 — CRA,distribuicao_valor,ITAU BBA,178248982.35,9,22,0.05971922336043922,6.0,2984783999.52,13
cra,Tipo 1.3.3 — CRA,distribuicao_valor,One Corporate,132500000.0,2,2,0.04439182199492763,7.0,2984783999.52,13
cra,Tipo 1.3.3 — CRA,distribuicao_valor,SAFRA,83291808.85,2,8,0.027905472846073493,8.0,2984783999.52,13
cra,Tipo 1.3.3 — CRA,distribuicao_valor,BOCOM BBM,62366666.660000004,1,1,0.020894867658775153,9.0,2984783999.52,13
cra,Tipo 1.3.3 — CRA,distribuicao_valor,TERRA,59847092.5,1,1,0.020050728129614857,10.0,2984783999.52,13
cra,Tipo 1.3.3 — CRA,distribuicao_valor,DAYCOVAL,31768364.57,2,8,0.01064343837782193,11.0,2984783999.52,13
cra,Tipo 1.3.3 — CRA,distribuicao_valor,UBS BB,29020875.0,1,3,0.0097229397519777,12.0,2984783999.52,13
cra,Tipo 1.3.3 — CRA,distribuicao_valor,INTER,23622968.700000003,4,15,0.007914465068091677,13.0,2984783999.52,13
cra,Tipo 1.3.3 — CRA,distribuicao_valor,M7 IB,21000000.0,1,1,0.007035684995422492,14.0,2984783999.52,13
cra,Tipo 1.3.3 — CRA,distribuicao_valor,CEF,15175000.0,1,1,0.005084119990739825,15.0,2984783999.52,13
cra,Tipo 1.3.3 — CRA,distribuicao_valor,RB CAPITAL DTVM,14229999.969999999,2,6,0.004767514155894834,16.0,2984783999.52,13
cra,Tipo 1.3.3 — CRA,distribuicao_valor,GENIAL CV,13824551.65,3,11,0.004631675743445155,17.0,2984783999.52,13
cra,Tipo 1.3.3 — CRA,distribuicao_valor,UNICRED DTVM,1078000.0,2,8,0.00036116516309835463,18.0,2984783999.52,13
cra,Tipo 1.3.3 — CRA,distribuicao_valor,MIRAE ASSET WEALTH MANAGEMENT (BRAZIL) CCTVM LTDA,703499.97,2,7,0.00023569543729567492,19.0,2984783999.52,13
cra,Tipo 1.3.3 — CRA,distribuicao_valor,C6 CTVM,24999.99,1,1,8.375812120414874e-06,20.0,2984783999.52,13
empresas_ligadas,Tipo 3 — Operações de Empresas Ligadas,originacao_valor,ITAU BBA,10724186401.47,10,14,0.4557696136400877,1.0,23529840692.579998,44
empresas_ligadas,Tipo 3 — Operações de Empresas Ligadas,originacao_valor,XP INVESTIMENTOS,7649244680.13,11,13,0.32508697275379966,2.0,23529840692.579998,44
empresas_ligadas,Tipo 3 — Operações de Empresas Ligadas,originacao_valor,BTG PACTUAL,1736793080.29,5,6,0.07381236035472556,3.0,23529840692.579998,44
empresas_ligadas,Tipo 3 — Operações de Empresas Ligadas,originacao_valor,SAFRA,1187516666.0,3,5,0.050468538292079326,4.0,23529840692.579998,44
empresas_ligadas,Tipo 3 — Operações de Empresas Ligadas,originacao_valor,INTER,827332656.0,7,16,0.03516099691490451,5.0,23529840692.579998,44
empresas_ligadas,Tipo 3 — Operações de Empresas Ligadas,originacao_valor,SANTANDER,502000000.0,1,1,0.0213346110821015,6.0,23529840692.579998,44
empresas_ligadas,Tipo 3 — Operações de Empresas Ligadas,originacao_valor,BR PARTNERS,412383442.12,3,3,0.017525976801451223,7.0,23529840692.579998,44
empresas_ligadas,Tipo 3 — Operações de Empresas Ligadas,originacao_valor,VOTORANTIM,350000000.0,1,1,0.014874728842102638,8.0,23529840692.579998,44
empresas_ligadas,Tipo 3 — Operações de Empresas Ligadas,originacao_valor,BRADESCO BBI,74006818.65,1,1,0.00314523245681547,9.0,23529840692.579998,44
empresas_ligadas,Tipo 3 — Operações de Empresas Ligadas,originacao_valor,FATOR,43888647.92,2,4,0.001865233534447177,10.0,23529840692.579998,44
empresas_ligadas,Tipo 3 — Operações de Empresas Ligadas,originacao_valor,HEDGE DTVM,16404300.0,1,1,0.000697170040984298,11.0,23529840692.579998,44
empresas_ligadas,Tipo 3 — Operações de Empresas Ligadas,originacao_valor,GALAPAGOS CAPITAL INVESTIMENTOS E PARTICIPAÇÕES LTDA.,6084000.0,1,1,0.000258565286501007,12.0,23529840692.579998,44
empresas_ligadas_fidc,"Tipo 3 — Empresas Ligadas, recorte FIDC",originacao_valor,XP INVESTIMENTOS,1314260291.0100002,1,3,0.3982253030565077,1.0,3300293278.51,7
empresas_ligadas_fidc,"Tipo 3 — Empresas Ligadas, recorte FIDC",originacao_valor,BTG PACTUAL,747948987.5,1,1,0.22663106711464148,2.0,3300293278.51,7
empresas_ligadas_fidc,"Tipo 3 — Empresas Ligadas, recorte FIDC",originacao_valor,ITAU BBA,730000000.0,3,4,0.22119246333452422,3.0,3300293278.51,7
empresas_ligadas_fidc,"Tipo 3 — Empresas Ligadas, recorte FIDC",originacao_valor,SANTANDER,502000000.0,1,1,0.15210769396428928,4.0,3300293278.51,7
empresas_ligadas_fidc,"Tipo 3 — Empresas Ligadas, recorte FIDC",originacao_valor,GALAPAGOS CAPITAL INVESTIMENTOS E PARTICIPAÇÕES LTDA.,6084000.0,1,1,0.0018434725300373225,5.0,3300293278.51,7
