fund_name,short_name,cnpj,competencia,class_kind,label,event_type,qt_cotas,valor_cota,valor_total
CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,Pi,60356171000180,09/2025,senior,Sênior · Série 2,amortizacao,,0.01,13316618.14
CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,Pi,60356171000180,09/2025,subordinada,Mezanino 1 · Série 1,amortizacao,,0.01,2961706.0
CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,Pi,60356171000180,09/2025,subordinada,Mezanino 2 · Série 1,amortizacao,,0.19,3061608.24
CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,Pi,60356171000180,10/2025,senior,Sênior · Série 1,amortizacao,,0.01,21508028.85
CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,Pi,60356171000180,10/2025,senior,Sênior · Série 2,amortizacao,,0.01,13954858.34
CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,Pi,60356171000180,10/2025,subordinada,Mezanino 1 · Série 1,amortizacao,,0.01,3103700.72
CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,Pi,60356171000180,10/2025,subordinada,Mezanino 2 · Série 1,amortizacao,,0.2,3208596.21
CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,Pi,60356171000180,11/2025,senior,Sênior · Série 1,amortizacao,,0.01,20524336.41
CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,Pi,60356171000180,11/2025,senior,Sênior · Série 2,amortizacao,,0.01,13316618.14
CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,Pi,60356171000180,11/2025,subordinada,Mezanino 1 · Série 1,amortizacao,,0.01,2961706.0
CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,Pi,60356171000180,11/2025,subordinada,Mezanino 2 · Série 1,amortizacao,,0.19,3061608.24
CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,Pi,60356171000180,12/2025,senior,Sênior · Série 1,amortizacao,,0.01,20524336.41
CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,Pi,60356171000180,12/2025,senior,Sênior · Série 2,amortizacao,,0.01,13316618.14
CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,Pi,60356171000180,12/2025,subordinada,Mezanino 1 · Série 1,amortizacao,,0.01,2961706.0
CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,Pi,60356171000180,12/2025,subordinada,Mezanino 2 · Série 1,amortizacao,,0.19,3061608.24
