cnpj_fundo,veiculos_reportantes,cnpjs_reportantes,pl_brl,cnpj_fundo_14,diferenca_veiculos_menos_fundo,universo_veiculos,universo_fundos
54.372.427/0001-40,1,54.372.427/0001-40,622863321.97,54372427000140,0,4252,4247
10.509.884/0001-68,1,10.509.884/0001-68,620015331.67,10509884000168,0,4252,4247
40.814.799/0001-74,1,40.814.799/0001-74,619769179.52,40814799000174,0,4252,4247
10.434.089/0001-58,1,10.434.089/0001-58,618767917.99,10434089000158,0,4252,4247
54.373.367/0001-80,1,54.373.367/0001-80,618455975.64,54373367000180,0,4252,4247
52.258.677/0001-28,1,52.258.677/0001-28,613928390.52,52258677000128,0,4252,4247
11.701.985/0001-07,1,11.701.985/0001-07,612224400.33,11701985000107,0,4252,4247
28.903.657/0001-88,1,28.903.657/0001-88,609229136.39,28903657000188,0,4252,4247
32.400.342/0001-95,1,32.400.342/0001-95,608534520.92,32400342000195,0,4252,4247
20.057.764/0001-20,1,20.057.764/0001-20,605109132.84,20057764000120,0,4252,4247
38.221.267/0001-81,1,38.221.267/0001-81,604966796.96,38221267000181,0,4252,4247
26.756.137/0001-64,1,26.756.137/0001-64,603633491.31,26756137000164,0,4252,4247
51.168.507/0001-90,1,51.168.507/0001-90,602257092.18,51168507000190,0,4252,4247
27.227.796/0001-76,1,27.227.796/0001-76,601286874.01,27227796000176,0,4252,4247
40.132.424/0001-24,1,40.132.424/0001-24,601049791.94,40132424000124,0,4252,4247
61.351.481/0001-74,1,61.351.481/0001-74,598467081.89,61351481000174,0,4252,4247
42.700.626/0001-50,1,42.700.626/0001-50,594906046.84,42700626000150,0,4252,4247
49.936.440/0001-44,1,49.936.440/0001-44,590453123.13,49936440000144,0,4252,4247
97.533.979/0001-03,1,97.533.979/0001-03,590129661.12,97533979000103,0,4252,4247
55.898.077/0001-12,1,55.898.077/0001-12,586903904.55,55898077000112,0,4252,4247
65.505.678/0001-71,1,65.505.678/0001-71,586287312.57,65505678000171,0,4252,4247
53.212.022/0001-81,1,53.212.022/0001-81,585626339.06,53212022000181,0,4252,4247
53.206.400/0001-14,1,53.206.400/0001-14,584188967.01,53206400000114,0,4252,4247
40.211.693/0001-86,1,40.211.693/0001-86,582794683.3,40211693000186,0,4252,4247
52.810.196/0001-83,1,52.810.196/0001-83,576453917.4,52810196000183,0,4252,4247
20.460.014/0001-03,1,20.460.014/0001-03,575196961.52,20460014000103,0,4252,4247
17.313.316/0001-36,1,17.313.316/0001-36,571832225.84,17313316000136,0,4252,4247
63.505.455/0001-89,1,63.505.455/0001-89,564702170.63,63505455000189,0,4252,4247
18.185.812/0001-14,1,18.185.812/0001-14,561951177.27,18185812000114,0,4252,4247
31.024.386/0001-03,1,31.024.386/0001-03,561229780.43,31024386000103,0,4252,4247
17.024.546/0001-85,1,17.024.546/0001-85,559882486.39,17024546000185,0,4252,4247
55.144.787/0001-57,1,55.144.787/0001-57,555730110.48,55144787000157,0,4252,4247
62.010.175/0001-37,1,62.010.175/0001-37,553851632.17,62010175000137,0,4252,4247
18.048.628/0001-22,1,18.048.628/0001-22,552854626.7,18048628000122,0,4252,4247
55.347.951/0001-23,1,55.347.951/0001-23,552588213.2,55347951000123,0,4252,4247
55.935.259/0001-16,1,55.935.259/0001-16,552498935.57,55935259000116,0,4252,4247
18.911.897/0001-70,1,18.911.897/0001-70,552241945.03,18911897000170,0,4252,4247
36.953.080/0001-47,1,36.953.080/0001-47,550804156.07,36953080000147,0,4252,4247
35.654.776/0001-00,1,35.654.776/0001-00,550115483.18,35654776000100,0,4252,4247
32.113.885/0001-21,1,32.113.885/0001-21,549614285.94,32113885000121,0,4252,4247
62.837.773/0001-84,1,62.837.773/0001-84,548942005.71,62837773000184,0,4252,4247
57.584.403/0001-42,1,57.584.403/0001-42,547437699.82,57584403000142,0,4252,4247
51.767.969/0001-23,1,51.767.969/0001-23,546311018.04,51767969000123,0,4252,4247
22.282.646/0001-41,1,22.282.646/0001-41,544696600.09,22282646000141,0,4252,4247
54.427.427/0001-08,1,54.427.427/0001-08,544689767.38,54427427000108,0,4252,4247
16.874.770/0001-01,1,16.874.770/0001-01,544173830.69,16874770000101,0,4252,4247
37.457.423/0001-45,1,37.457.423/0001-45,541353269.64,37457423000145,0,4252,4247
66.057.868/0001-36,1,66.057.868/0001-36,534286867.95,66057868000136,0,4252,4247
50.440.392/0001-88,1,50.440.392/0001-88,529145471.21,50440392000188,0,4252,4247
51.983.832/0001-06,1,51.983.832/0001-06,527467198.34,51983832000106,0,4252,4247
59.534.745/0001-83,1,59.534.745/0001-83,525889772.19,59534745000183,0,4252,4247
30.366.204/0001-01,1,30.366.204/0001-01,524085545.41,30366204000101,0,4252,4247
60.956.871/0001-05,1,60.956.871/0001-05,522248713.87,60956871000105,0,4252,4247
47.280.025/0001-50,1,47.280.025/0001-50,522132133.94,47280025000150,0,4252,4247
25.043.891/0001-94,1,25.043.891/0001-94,520230993.39,25043891000194,0,4252,4247
26.558.785/0001-06,1,26.558.785/0001-06,519145597.58,26558785000106,0,4252,4247
23.104.485/0001-69,1,23.104.485/0001-69,518028566.05,23104485000169,0,4252,4247
57.449.433/0001-46,1,57.449.433/0001-46,518000319.36,57449433000146,0,4252,4247
40.054.735/0001-12,1,40.054.735/0001-12,517918377.76,40054735000112,0,4252,4247
55.581.400/0001-20,1,55.581.400/0001-20,517208086.1,55581400000120,0,4252,4247
07.727.757/0001-20,1,07.727.757/0001-20,515352066.52,07727757000120,0,4252,4247
40.211.675/0001-02,1,40.211.675/0001-02,514234913.95,40211675000102,0,4252,4247
37.294.759/0001-34,1,37.294.759/0001-34,513226571.59,37294759000134,0,4252,4247
17.468.142/0001-80,1,17.468.142/0001-80,511752071.28,17468142000180,0,4252,4247
65.411.764/0001-15,1,65.411.764/0001-15,511741022.82,65411764000115,0,4252,4247
46.285.232/0001-34,1,46.285.232/0001-34,511432466.92,46285232000134,0,4252,4247
56.805.661/0001-49,1,56.805.661/0001-49,507955256.94,56805661000149,0,4252,4247
22.150.467/0001-50,1,22.150.467/0001-50,507115878.81,22150467000150,0,4252,4247
34.521.809/0001-80,1,34.521.809/0001-80,506192257.53,34521809000180,0,4252,4247
13.733.804/0001-41,1,13.733.804/0001-41,504977273.82,13733804000141,0,4252,4247
34.027.976/0001-70,1,34.027.976/0001-70,504652451.25,34027976000170,0,4252,4247
19.424.642/0001-46,1,19.424.642/0001-46,503850555.81,19424642000146,0,4252,4247
08.654.210/0001-05,1,08.654.210/0001-05,502797099.05,08654210000105,0,4252,4247
38.137.056/0001-65,1,38.137.056/0001-65,501909965.66,38137056000165,0,4252,4247
20.998.706/0001-00,1,20.998.706/0001-00,501754369.49,20998706000100,0,4252,4247
32.156.017/0001-29,1,32.156.017/0001-29,501158913.76,32156017000129,0,4252,4247
62.682.486/0001-42,1,62.682.486/0001-42,500454090.62,62682486000142,0,4252,4247
36.013.900/0001-10,1,36.013.900/0001-10,499436453.16,36013900000110,0,4252,4247
50.367.933/0001-90,1,50.367.933/0001-90,498188915.03,50367933000190,0,4252,4247
45.963.809/0001-57,1,45.963.809/0001-57,496711110.05,45963809000157,0,4252,4247
29.109.350/0001-72,1,29.109.350/0001-72,495886949.95,29109350000172,0,4252,4247
51.290.497/0001-60,1,51.290.497/0001-60,493570021.43,51290497000160,0,4252,4247
29.828.733/0001-09,1,29.828.733/0001-09,490720357.85,29828733000109,0,4252,4247
52.998.078/0001-40,1,52.998.078/0001-40,490442185.88,52998078000140,0,4252,4247
33.269.968/0001-77,1,33.269.968/0001-77,485403495.17,33269968000177,0,4252,4247
35.689.601/0001-38,1,35.689.601/0001-38,485279694.2,35689601000138,0,4252,4247
52.363.951/0001-29,1,52.363.951/0001-29,484118379.9,52363951000129,0,4252,4247
50.442.399/0001-39,1,50.442.399/0001-39,483106385.91,50442399000139,0,4252,4247
44.574.361/0001-17,1,44.574.361/0001-17,482864460.3,44574361000117,0,4252,4247
18.686.800/0001-73,1,18.686.800/0001-73,480679110.52,18686800000173,0,4252,4247
28.492.719/0001-06,1,28.492.719/0001-06,479422659.48,28492719000106,0,4252,4247
62.390.922/0001-00,1,62.390.922/0001-00,474420536.29,62390922000100,0,4252,4247
20.791.371/0001-46,1,20.791.371/0001-46,473536709.71,20791371000146,0,4252,4247
59.201.703/0001-20,1,59.201.703/0001-20,471133192.25,59201703000120,0,4252,4247
54.697.682/0001-62,1,54.697.682/0001-62,469787444.93,54697682000162,0,4252,4247
59.017.361/0001-93,1,59.017.361/0001-93,466110651.55,59017361000193,0,4252,4247
34.096.104/0001-63,1,34.096.104/0001-63,462955409.38,34096104000163,0,4252,4247
57.377.286/0001-46,1,57.377.286/0001-46,460838990.45,57377286000146,0,4252,4247
62.626.409/0001-75,1,62.626.409/0001-75,459711342.54,62626409000175,0,4252,4247
32.969.429/0001-88,1,32.969.429/0001-88,459089534.64,32969429000188,0,4252,4247
60.103.810/0001-03,1,60.103.810/0001-03,457588450.78,60103810000103,0,4252,4247
17.080.215/0001-62,1,17.080.215/0001-62,456261616.55,17080215000162,0,4252,4247
53.314.997/0001-10,1,53.314.997/0001-10,455577017.38,53314997000110,0,4252,4247
60.570.464/0001-65,1,60.570.464/0001-65,455169983.74,60570464000165,0,4252,4247
52.554.072/0001-84,1,52.554.072/0001-84,454716263.57,52554072000184,0,4252,4247
08.661.352/0001-08,1,08.661.352/0001-08,454435894.87,08661352000108,0,4252,4247
48.903.717/0001-70,1,48.903.717/0001-70,454418489.95,48903717000170,0,4252,4247
48.904.297/0001-46,1,48.904.297/0001-46,454418402.05,48904297000146,0,4252,4247
45.274.408/0001-90,1,45.274.408/0001-90,450690682.74,45274408000190,0,4252,4247
41.992.676/0001-96,1,41.992.676/0001-96,448999595.71,41992676000196,0,4252,4247
49.124.193/0001-81,1,49.124.193/0001-81,448998804.3,49124193000181,0,4252,4247
36.847.007/0001-90,1,36.847.007/0001-90,447636631.37,36847007000190,0,4252,4247
62.705.336/0001-07,1,62.705.336/0001-07,446968167.76,62705336000107,0,4252,4247
61.432.674/0001-50,1,61.432.674/0001-50,446717388.73,61432674000150,0,4252,4247
52.982.703/0001-66,1,52.982.703/0001-66,446221266.45,52982703000166,0,4252,4247
33.076.242/0001-18,1,33.076.242/0001-18,443208155.43,33076242000118,0,4252,4247
10.841.847/0001-52,1,10.841.847/0001-52,442471992.48,10841847000152,0,4252,4247
58.152.340/0001-18,1,58.152.340/0001-18,442213717.89,58152340000118,0,4252,4247
28.481.469/0001-09,1,28.481.469/0001-09,441852859.55,28481469000109,0,4252,4247
32.724.252/0001-50,1,32.724.252/0001-50,439934830.91,32724252000150,0,4252,4247
57.028.406/0001-08,1,57.028.406/0001-08,437421807.29,57028406000108,0,4252,4247
57.139.003/0001-28,1,57.139.003/0001-28,433430474.49,57139003000128,0,4252,4247
41.687.404/0001-82,1,41.687.404/0001-82,433410462.7,41687404000182,0,4252,4247
27.326.160/0001-81,1,27.326.160/0001-81,430621219.08,27326160000181,0,4252,4247
35.448.967/0001-15,1,35.448.967/0001-15,427000000.0,35448967000115,0,4252,4247
40.752.367/0001-86,1,40.752.367/0001-86,426917130.82,40752367000186,0,4252,4247
43.551.206/0001-12,1,43.551.206/0001-12,426286828.45,43551206000112,0,4252,4247
60.115.335/0001-87,1,60.115.335/0001-87,426162106.52,60115335000187,0,4252,4247
41.195.737/0001-94,1,41.195.737/0001-94,426113248.28,41195737000194,0,4252,4247
50.277.965/0001-02,1,50.277.965/0001-02,424798102.73,50277965000102,0,4252,4247
40.054.747/0001-47,1,40.054.747/0001-47,424575799.25,40054747000147,0,4252,4247
35.823.530/0001-14,1,35.823.530/0001-14,421195259.86,35823530000114,0,4252,4247
57.584.334/0001-77,1,57.584.334/0001-77,420305555.84,57584334000177,0,4252,4247
56.544.469/0001-46,1,56.544.469/0001-46,417590757.97,56544469000146,0,4252,4247
51.957.370/0001-52,1,51.957.370/0001-52,416057702.27,51957370000152,0,4252,4247
42.196.288/0001-61,1,42.196.288/0001-61,415928822.46,42196288000161,0,4252,4247
17.012.019/0001-50,1,17.012.019/0001-50,415759589.5,17012019000150,0,4252,4247
54.029.281/0001-34,1,54.029.281/0001-34,415133268.2,54029281000134,0,4252,4247
37.457.367/0001-49,1,37.457.367/0001-49,414407777.37,37457367000149,0,4252,4247
32.274.315/0001-13,1,32.274.315/0001-13,412994404.8,32274315000113,0,4252,4247
09.527.140/0001-97,1,09.527.140/0001-97,412745731.73,09527140000197,0,4252,4247
14.605.855/0001-50,1,14.605.855/0001-50,411926192.35,14605855000150,0,4252,4247
61.631.599/0001-56,1,61.631.599/0001-56,411285844.0,61631599000156,0,4252,4247
62.627.291/0001-08,1,62.627.291/0001-08,410773065.35,62627291000108,0,4252,4247
26.506.898/0001-68,1,26.506.898/0001-68,410611327.08,26506898000168,0,4252,4247
36.015.243/0001-40,1,36.015.243/0001-40,409043441.67,36015243000140,0,4252,4247
62.627.051/0001-03,1,62.627.051/0001-03,408290802.91,62627051000103,0,4252,4247
45.521.676/0001-69,1,45.521.676/0001-69,407886725.37,45521676000169,0,4252,4247
27.954.644/0001-75,1,27.954.644/0001-75,407254879.96,27954644000175,0,4252,4247
45.207.572/0001-84,1,45.207.572/0001-84,407162857.9,45207572000184,0,4252,4247
49.336.433/0001-01,1,49.336.433/0001-01,405426590.89,49336433000101,0,4252,4247
43.721.652/0001-28,1,43.721.652/0001-28,405113323.34,43721652000128,0,4252,4247
60.964.573/0001-67,1,60.964.573/0001-67,405002985.47,60964573000167,0,4252,4247
61.157.943/0001-17,1,61.157.943/0001-17,404964651.84,61157943000117,0,4252,4247
33.256.234/0001-53,1,33.256.234/0001-53,404605480.16,33256234000153,0,4252,4247
43.193.260/0001-33,1,43.193.260/0001-33,403404357.91,43193260000133,0,4252,4247
44.680.409/0001-71,1,44.680.409/0001-71,403020270.2,44680409000171,0,4252,4247
61.289.587/0001-95,1,61.289.587/0001-95,402584008.82,61289587000195,0,4252,4247
54.639.537/0001-25,1,54.639.537/0001-25,401726080.07,54639537000125,0,4252,4247
50.312.715/0001-58,1,50.312.715/0001-58,400067890.1,50312715000158,0,4252,4247
59.475.109/0001-28,1,59.475.109/0001-28,398446026.46,59475109000128,0,4252,4247
22.175.345/0001-19,1,22.175.345/0001-19,397635893.82,22175345000119,0,4252,4247
59.629.874/0001-55,1,59.629.874/0001-55,397047434.06,59629874000155,0,4252,4247
50.251.934/0001-74,1,50.251.934/0001-74,396397310.05,50251934000174,0,4252,4247
58.212.304/0001-00,1,58.212.304/0001-00,395913875.88,58212304000100,0,4252,4247
43.705.687/0001-73,1,43.705.687/0001-73,395670790.38,43705687000173,0,4252,4247
48.905.593/0001-61,1,48.905.593/0001-61,395294364.67,48905593000161,0,4252,4247
36.566.199/0001-67,1,36.566.199/0001-67,393322531.92,36566199000167,0,4252,4247
26.749.095/0001-34,1,26.749.095/0001-34,392878603.09,26749095000134,0,4252,4247
54.229.771/0001-84,1,54.229.771/0001-84,391941800.38,54229771000184,0,4252,4247
48.887.679/0001-09,1,48.887.679/0001-09,391369662.08,48887679000109,0,4252,4247
64.679.472/0001-03,1,64.679.472/0001-03,389014033.19,64679472000103,0,4252,4247
27.771.731/0001-97,1,27.771.731/0001-97,388134717.51,27771731000197,0,4252,4247
42.336.323/0001-09,1,42.336.323/0001-09,388016649.48,42336323000109,0,4252,4247
32.510.577/0001-30,1,32.510.577/0001-30,387912834.57,32510577000130,0,4252,4247
36.771.000/0001-32,1,36.771.000/0001-32,387820801.36,36771000000132,0,4252,4247
58.458.416/0001-38,1,58.458.416/0001-38,387756518.91,58458416000138,0,4252,4247
52.967.434/0001-69,1,52.967.434/0001-69,387666560.82,52967434000169,0,4252,4247
61.305.620/0001-23,1,61.305.620/0001-23,387415436.31,61305620000123,0,4252,4247
27.985.097/0001-95,1,27.985.097/0001-95,386827626.56,27985097000195,0,4252,4247
48.971.114/0001-05,1,48.971.114/0001-05,386097116.86,48971114000105,0,4252,4247
53.095.241/0001-28,1,53.095.241/0001-28,384997010.3,53095241000128,0,4252,4247
47.085.610/0001-07,1,47.085.610/0001-07,383115911.65,47085610000107,0,4252,4247
59.086.325/0001-81,1,59.086.325/0001-81,383020425.18,59086325000181,0,4252,4247
32.274.338/0001-28,1,32.274.338/0001-28,382992062.58,32274338000128,0,4252,4247
49.983.891/0001-32,1,49.983.891/0001-32,382919347.2,49983891000132,0,4252,4247
25.307.052/0001-36,1,25.307.052/0001-36,382434952.82,25307052000136,0,4252,4247
55.595.058/0001-17,1,55.595.058/0001-17,382042857.75,55595058000117,0,4252,4247
55.363.920/0001-66,1,55.363.920/0001-66,379287771.74,55363920000166,0,4252,4247
50.963.249/0001-70,1,50.963.249/0001-70,378793185.92,50963249000170,0,4252,4247
52.041.044/0001-63,1,52.041.044/0001-63,378539698.25,52041044000163,0,4252,4247
45.598.747/0001-21,1,45.598.747/0001-21,378059320.79,45598747000121,0,4252,4247
29.242.877/0001-70,1,29.242.877/0001-70,377081184.12,29242877000170,0,4252,4247
12.167.116/0001-07,1,12.167.116/0001-07,376013947.71,12167116000107,0,4252,4247
28.819.553/0001-90,1,28.819.553/0001-90,375489546.81,28819553000190,0,4252,4247
52.609.670/0001-03,1,52.609.670/0001-03,375248099.18,52609670000103,0,4252,4247
36.013.923/0001-25,1,36.013.923/0001-25,374946150.67,36013923000125,0,4252,4247
37.294.908/0001-65,1,37.294.908/0001-65,373009337.34,37294908000165,0,4252,4247
18.676.119/0001-44,1,18.676.119/0001-44,372748610.13,18676119000144,0,4252,4247
59.400.337/0001-39,1,59.400.337/0001-39,372336354.96,59400337000139,0,4252,4247
29.152.636/0001-30,1,29.152.636/0001-30,371884905.63,29152636000130,0,4252,4247
09.172.117/0001-27,1,09.172.117/0001-27,371328923.76,09172117000127,0,4252,4247
64.118.207/0001-48,1,64.118.207/0001-48,370378260.21,64118207000148,0,4252,4247
50.456.492/0001-00,1,50.456.492/0001-00,369825560.4,50456492000100,0,4252,4247
60.742.201/0001-96,1,60.742.201/0001-96,368376658.65,60742201000196,0,4252,4247
39.863.047/0001-14,1,39.863.047/0001-14,368265312.5,39863047000114,0,4252,4247
53.245.260/0001-93,1,53.245.260/0001-93,367323094.56,53245260000193,0,4252,4247
41.755.826/0001-48,1,41.755.826/0001-48,366346571.96,41755826000148,0,4252,4247
58.154.011/0001-06,1,58.154.011/0001-06,365458694.08,58154011000106,0,4252,4247
59.942.929/0001-82,1,59.942.929/0001-82,364012370.52,59942929000182,0,4252,4247
26.208.328/0001-91,1,26.208.328/0001-91,362729545.48,26208328000191,0,4252,4247
61.536.498/0001-04,1,61.536.498/0001-04,361288775.99,61536498000104,0,4252,4247
50.443.649/0001-55,1,50.443.649/0001-55,359233235.13,50443649000155,0,4252,4247
18.063.954/0001-09,1,18.063.954/0001-09,358653673.33,18063954000109,0,4252,4247
49.311.267/0001-99,1,49.311.267/0001-99,357999091.46,49311267000199,0,4252,4247
58.171.340/0001-65,1,58.171.340/0001-65,357712011.78,58171340000165,0,4252,4247
62.626.887/0001-85,1,62.626.887/0001-85,356847386.67,62626887000185,0,4252,4247
29.226.492/0001-10,1,29.226.492/0001-10,356391372.75,29226492000110,0,4252,4247
53.415.069/0001-42,1,53.415.069/0001-42,354866009.84,53415069000142,0,4252,4247
61.385.893/0001-25,1,61.385.893/0001-25,354481941.72,61385893000125,0,4252,4247
47.117.579/0001-30,1,47.117.579/0001-30,353470202.33,47117579000130,0,4252,4247
32.388.171/0001-26,1,32.388.171/0001-26,353443030.46,32388171000126,0,4252,4247
14.115.121/0001-93,1,14.115.121/0001-93,353398508.86,14115121000193,0,4252,4247
44.062.556/0001-88,1,44.062.556/0001-88,352158020.63,44062556000188,0,4252,4247
16.686.142/0001-94,1,16.686.142/0001-94,351598442.64,16686142000194,0,4252,4247
54.153.227/0001-04,1,54.153.227/0001-04,350412098.49,54153227000104,0,4252,4247
34.218.393/0001-26,1,34.218.393/0001-26,349488078.88,34218393000126,0,4252,4247
16.802.124/0001-20,1,16.802.124/0001-20,348509717.19,16802124000120,0,4252,4247
56.844.535/0001-01,1,56.844.535/0001-01,347695795.17,56844535000101,0,4252,4247
57.658.801/0001-66,1,57.658.801/0001-66,347695795.17,57658801000166,0,4252,4247
54.980.022/0001-94,1,54.980.022/0001-94,347683030.1,54980022000194,0,4252,4247
41.778.453/0001-20,1,41.778.453/0001-20,347646895.16,41778453000120,0,4252,4247
51.007.736/0001-22,1,51.007.736/0001-22,347366604.4,51007736000122,0,4252,4247
52.271.464/0001-36,1,52.271.464/0001-36,347342248.66,52271464000136,0,4252,4247
28.671.081/0001-70,1,28.671.081/0001-70,347247870.72,28671081000170,0,4252,4247
19.388.377/0001-98,1,19.388.377/0001-98,347172918.16,19388377000198,0,4252,4247
08.315.045/0001-67,1,08.315.045/0001-67,344885023.07,08315045000167,0,4252,4247
38.226.673/0001-37,1,38.226.673/0001-37,344208666.32,38226673000137,0,4252,4247
63.622.842/0001-03,1,63.622.842/0001-03,343581061.0,63622842000103,0,4252,4247
60.715.499/0001-45,1,60.715.499/0001-45,343410226.07,60715499000145,0,4252,4247
43.721.713/0001-57,1,43.721.713/0001-57,343317985.5,43721713000157,0,4252,4247
54.178.902/0001-41,1,54.178.902/0001-41,343253628.95,54178902000141,0,4252,4247
56.415.135/0001-72,1,56.415.135/0001-72,343078065.63,56415135000172,0,4252,4247
59.851.384/0001-07,1,59.851.384/0001-07,341407971.21,59851384000107,0,4252,4247
57.269.975/0001-37,1,57.269.975/0001-37,340747869.5,57269975000137,0,4252,4247
50.182.107/0001-76,1,50.182.107/0001-76,340699635.16,50182107000176,0,4252,4247
59.323.530/0001-13,1,59.323.530/0001-13,338414443.75,59323530000113,0,4252,4247
11.468.192/0001-81,1,11.468.192/0001-81,338088492.32,11468192000181,0,4252,4247
37.087.653/0001-60,1,37.087.653/0001-60,337438888.67,37087653000160,0,4252,4247
40.895.649/0001-32,1,40.895.649/0001-32,337398007.8,40895649000132,0,4252,4247
37.806.055/0001-01,1,37.806.055/0001-01,337382992.71,37806055000101,0,4252,4247
59.904.247/0001-85,1,59.904.247/0001-85,337304845.12,59904247000185,0,4252,4247
55.695.976/0001-18,1,55.695.976/0001-18,337177262.33,55695976000118,0,4252,4247
11.507.489/0001-09,1,11.507.489/0001-09,336031124.63,11507489000109,0,4252,4247
55.072.790/0001-02,1,55.072.790/0001-02,335957104.15,55072790000102,0,4252,4247
53.323.703/0001-17,1,53.323.703/0001-17,334462880.04,53323703000117,0,4252,4247
08.756.222/0001-40,1,08.756.222/0001-40,332410774.37,08756222000140,0,4252,4247
57.832.889/0001-90,1,57.832.889/0001-90,332397292.12,57832889000190,0,4252,4247
60.275.910/0001-09,1,60.275.910/0001-09,332259471.35,60275910000109,0,4252,4247
61.641.236/0001-00,1,61.641.236/0001-00,332226801.16,61641236000100,0,4252,4247
52.341.847/0001-33,1,52.341.847/0001-33,331524918.49,52341847000133,0,4252,4247
