competencia,cnpj_fundo,pl,carteira_dc,dc_inadimplentes,dc_inadimplentes_ajustado_recalculado,dc_a_vencer_com_parcela_inad,inad_ate_30d,inad_31_60d,inad_61_90d,inad_91_120d,inad_121_150d,inad_151_180d,inad_181_360d,inad_361_720d,inad_721_1080d,inad_maior_1080d,inad_acima_360d,inad_aging_total,inadimplencia_ex_360d,inadimplencia_ex_360d_ajustada,cnpj_classe_count,cnpj_classes,is_fic_fidc,is_np,reports_carteira_dc,reports_dc_inadimplentes,reports_inad_acima_360d,field_presence_exact,denominacao,cnpj_veiculo,admin_nome,admin_cnpj,gestor_nome,gestor_cnpj,custodiante_nome,custodiante_cnpj,segmento_principal,segmento_financeiro_principal,classificacao_anbima,publico_alvo,fund_key,cnpj_classe,cnpj_fundo_formatado,aggregation_warning,tab4_duplicate_detected,tab4_type_conflict,tab4_pl_conflict,tab4_duplicate_rows_dropped,tab4_warning,anbima_tipo,anbima_foco,classification_tier,classification_status,classification_source,classification_evidence,classification_requires_warning,classification_warning,administrador_grupo,administrador_cnpj_normalizado,gestor_grupo,gestor_cnpj_normalizado,custodiante_grupo,custodiante_cnpj_normalizado,prestadores_ausentes,monoestrutura_conglomerado,monoestrutura_entidade_legal,definicao_mono_adotada,grupo_mono,modelo_prestacao,is_top20_fidc
2026-06,42196119000121,315287863.45,220077448.11,616027.67,616027.67,0.0,0.0,0.0,0.0,0.0,616027.67,0.0,0.0,0.0,0.0,0.0,0.0,616027.67,616027.67,616027.67,1,42196119000121,False,False,True,True,True,True,CEDARS CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42196119000121,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,13486793000142.0,LATACHE GESTÃO DE RECURSOS LTDA,12461742000101.0,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,13486793000142.0,Financeiro,Financeiro: outros,,,42196119000121,42196119000121,42.196.119/0001-21,,False,False,False,0,,Outros,Multicarteira Outros,oficial_anbima,Classificação oficial ANBIMA por CNPJ da classe,ANBIMA Data — Fundos 175: características público,tipo e foco de atuação do cadastro público ANBIMA,True,classificação ANBIMA cadastral de dez/25 aplicada após a fotografia; validar novos fundos,BRL Trust,13486793000142,Latache Gestao De Recursos,12461742000101,BRL Trust,13486793000142,False,False,False,mesmo conglomerado econômico normalizado,,Administração + Custódia,False
2026-06,29720595000131,314819121.43,315004857.18,155208483.76999998,155208483.76999998,0.0,9766744.18,3114405.76,9351205.39,2632410.34,2588606.76,1650460.07,11792572.98,23780750.91,26889504.13,63641823.25,114312078.29,155208483.76999998,40896405.479999974,40896405.479999974,1,29720595000131,False,False,True,True,True,True,DISTRESSED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS DE RESPONSABILIDADE LIMITADA,29720595000131,HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,39669186000101.0,SOLIS INVESTIMENTOS S A,17254708000171.0,HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,39669186000101.0,Financeiro,Financeiro: outros,,,29720595000131,29720595000131,29.720.595/0001-31,,False,False,False,0,,Fomento Mercantil,Fomento Mercantil,oficial_anbima,Classificação oficial ANBIMA por CNPJ da classe,ANBIMA Data — Fundos 175: características público,tipo e foco de atuação do cadastro público ANBIMA,True,classificação ANBIMA cadastral de dez/25 aplicada após a fotografia; validar novos fundos,Hemera,39669186000101,Solis Investimentos,17254708000171,Hemera,39669186000101,False,False,False,mesmo conglomerado econômico normalizado,,Administração + Custódia,False
2026-06,62015452000102,313774844.88,143576993.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,62015452000102,False,False,True,True,True,True,JC CARBON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,62015452000102,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,62285390000140.0,JUS CAPITAL GESTÃO DE RECURSOS LTDA.,21744796000167.0,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,62285390000140.0,Acoes judiciais,,,,62015452000102,62015452000102,62.015.452/0001-02,,False,False,False,0,,Outros,Poder Público,oficial_anbima,Classificação oficial ANBIMA por CNPJ da classe,ANBIMA Data — Fundos 175: características público,tipo e foco de atuação do cadastro público ANBIMA,True,classificação ANBIMA cadastral de dez/25 aplicada após a fotografia; validar novos fundos,QI Tech,62285390000140,Jus Capital Gestao De Recursos,21744796000167,QI Tech,62285390000140,False,False,False,mesmo conglomerado econômico normalizado,,Administração + Custódia,False
2026-06,50469304000170,313198622.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,50469304000170,True,False,True,True,True,True,TK 30 FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RL,50469304000170,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,62285390000140.0,TERCON INVESTIMENTOS S.A.,9121454000195.0,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,62285390000140.0,,,,Qualificado,50469304000170,50469304000170,50.469.304/0001-70,,False,False,False,0,,FIC-FIDC,FIC-FIDC,fic_separado,FIC separado,campo is_fic_fidc do Informe Mensal CVM,FIC-FIDC é apresentado fora da taxonomia de quatro tipos,False,,QI Tech,62285390000140,Tercon Investimentos,09121454000195,QI Tech,62285390000140,False,False,False,mesmo conglomerado econômico normalizado,,Administração + Custódia,False
2026-06,42605322000104,313077894.98,302204432.06,28972484.62,28972484.62,13067356.59,21022313.79,3766015.57,2776296.32,1201080.88,644958.61,441954.05,1516725.9600000002,634.86,0.0,0.0,634.86,31369980.04,28971849.76,28971849.76,1,42605322000104,False,False,True,True,True,True,OPHIR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42605322000104,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,62285390000140.0,TERCON INVESTIMENTOS S.A.,9121454000195.0,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,62285390000140.0,Comercial,Financeiro: credito corporativo,,,42605322000104,42605322000104,42.605.322/0001-04,,False,False,False,0,,Fomento Mercantil,Fomento Mercantil,oficial_anbima,Classificação oficial ANBIMA por CNPJ da classe,ANBIMA Data — Fundos 175: características público,tipo e foco de atuação do cadastro público ANBIMA,True,classificação ANBIMA cadastral de dez/25 aplicada após a fotografia; validar novos fundos,QI Tech,62285390000140,Tercon Investimentos,09121454000195,QI Tech,62285390000140,False,False,False,mesmo conglomerado econômico normalizado,,Administração + Custódia,False
2026-06,09443633000149,312198831.01,305133438.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09443633000149,False,False,True,True,True,True,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS TRATEX PRECATÓRIO III - RESPONSABILIDADE LIMITADA,09443633000149,OLIVEIRA TRUST DTVM S.A.,36113876000191.0,OLIVEIRA TRUST DTVM S.A.,36113876000191.0,BANCO BRADESCO S.A.,60746948000112.0,Setor publico,,,,09443633000149,09443633000149,09.443.633/0001-49,,False,False,False,0,,Outros,Poder Público,oficial_anbima,Classificação oficial ANBIMA por CNPJ da classe,ANBIMA Data — Fundos 175: características público,tipo e foco de atuação do cadastro público ANBIMA,True,classificação ANBIMA cadastral de dez/25 aplicada após a fotografia; validar novos fundos,Oliveira Trust,36113876000191,Oliveira Trust,36113876000191,Bradesco,60746948000112,False,False,False,mesmo conglomerado econômico normalizado,,Administração + Gestão,False
2026-06,47846781000101,312158314.32,287675343.06,96250292.62,96250292.62,0.0,12622622.55,6092550.4399999995,5365147.03,4806222.24,4853019.7,4433112.99,19788788.35,16820112.57,9361437.16,12107279.59,38288829.32,96250292.62,57961463.300000004,57961463.300000004,1,47846781000101,False,False,True,True,True,True,ZENIT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,47846781000101,HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,39669186000101.0,MERCURY GESTÃO DE RECURSOS LTDA.,39938506000181.0,HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,39669186000101.0,Financeiro,Financeiro: credito pessoal,,,47846781000101,47846781000101,47.846.781/0001-01,,False,False,False,0,,Outros,Multicarteira Outros,oficial_anbima,Classificação oficial ANBIMA por CNPJ da classe,ANBIMA Data — Fundos 175: características público,tipo e foco de atuação do cadastro público ANBIMA,True,classificação ANBIMA cadastral de dez/25 aplicada após a fotografia; validar novos fundos,Hemera,39669186000101,Mercury Gestao De Recursos,39938506000181,Hemera,39669186000101,False,False,False,mesmo conglomerado econômico normalizado,,Administração + Custódia,False
2026-06,63657457000193,311503782.69,224589515.47,35477214.21,35477214.21,0.0,28963135.96,6514078.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35477214.21,35477214.21,35477214.21,1,63657457000193,False,False,True,True,True,True,MSV3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RECEBÍVEIS COMERCIAIS RESPONSABILIDADE LIMITADA,63657457000193,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,62285390000140.0,VINCI GESTORA DE RECURSOS LTDA,11077576000173.0,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,62285390000140.0,Servicos,,,,63657457000193,63657457000193,63.657.457/0001-93,,False,False,False,0,,"Agro, Indústria e Comércio",Recebíveis Comerciais,proxy_cvm,Proxy CVM; validar,equivalência metodológica a partir do segmento CVM,segmento CVM Servicos,True,proxy CVM não equivale a classificação ANBIMA publicada,QI Tech,62285390000140,Vinci Gestora De Recursos,11077576000173,QI Tech,62285390000140,False,False,False,mesmo conglomerado econômico normalizado,,Administração + Custódia,False
2026-06,54248022000102,310583203.44,276878253.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,54248022000102,False,False,True,True,True,True,CLOUDWALK BIG PICTURE IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54248022000102,BANCO GENIAL S.A.,45246410000155.0,GENIAL GESTÃO LTDA.,22119959000183.0,BANCO GENIAL S.A.,45246410000155.0,Cartao de credito,,,,54248022000102,54248022000102,54.248.022/0001-02,,False,False,False,0,,"Agro, Indústria e Comércio",Recebíveis Comerciais,oficial_anbima,Classificação oficial ANBIMA por CNPJ da classe,ANBIMA Data — Fundos 175: características público,tipo e foco de atuação do cadastro público ANBIMA,True,classificação ANBIMA cadastral de dez/25 aplicada após a fotografia; validar novos fundos,Genial,45246410000155,Genial,22119959000183,Genial,45246410000155,False,True,False,mesmo conglomerado econômico normalizado,Genial,Monoestrutura,False
2026-06,51306712000174,310409334.13,264952354.28,17481684.01,17481684.01,8806872.86,14678224.22,73587.85,200230.13,1258320.32,691349.99,1011799.43,2670993.48,118495.56,0.0,0.0,118495.56,20703000.98,17363188.450000003,17363188.450000003,1,51306712000174,False,False,True,True,True,True,ATF FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,51306712000174,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,62285390000140.0,TERCON INVESTIMENTOS S.A.,9121454000195.0,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,62285390000140.0,Comercial,Financeiro: outros,,,51306712000174,51306712000174,51.306.712/0001-74,,False,False,False,0,,Fomento Mercantil,Fomento Mercantil,oficial_anbima,Classificação oficial ANBIMA por CNPJ da classe,ANBIMA Data — Fundos 175: características público,tipo e foco de atuação do cadastro público ANBIMA,True,classificação ANBIMA cadastral de dez/25 aplicada após a fotografia; validar novos fundos,QI Tech,62285390000140,Tercon Investimentos,09121454000195,QI Tech,62285390000140,False,False,False,mesmo conglomerado econômico normalizado,,Administração + Custódia,False
2026-06,56924025000136,310328448.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,56924025000136,True,False,True,True,True,True,ASA FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS 90 II RESP LIM,56924025000136,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,62285390000140.0,ASA ASSET MANAGEMENT LTDA.,19807960000196.0,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,62285390000140.0,,,,,56924025000136,56924025000136,56.924.025/0001-36,,False,False,False,0,,FIC-FIDC,FIC-FIDC,fic_separado,FIC separado,campo is_fic_fidc do Informe Mensal CVM,FIC-FIDC é apresentado fora da taxonomia de quatro tipos,False,,QI Tech,62285390000140,Asa Asset Management,19807960000196,QI Tech,62285390000140,False,False,False,mesmo conglomerado econômico normalizado,,Administração + Custódia,False
2026-06,42404659000153,310040634.1,303069272.16,2124887.63,2124887.63,0.0,1322480.02,4042.52,284222.14,20275.37,32488.92,2158.84,108999.88,191366.19,124706.46,34147.29,350219.94,2124887.6300000004,1774667.69,1774667.69,1,42404659000153,False,False,True,True,True,True,ARCESP CONSIGNADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42404659000153,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,22610500000188.0,OPEA GESTORA DE RECURSOS LTDA.,36196900000101.0,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,22610500000188.0,Servicos,Financeiro: outros,,,42404659000153,42404659000153,42.404.659/0001-53,,False,False,False,0,,Financeiro,Crédito Consignado,oficial_anbima,Classificação oficial ANBIMA por CNPJ da classe,ANBIMA Data — Fundos 175: características público,tipo e foco de atuação do cadastro público ANBIMA,True,classificação ANBIMA cadastral de dez/25 aplicada após a fotografia; validar novos fundos,Vórtx,22610500000188,Opea Gestora De Recursos,36196900000101,Vórtx,22610500000188,False,False,False,mesmo conglomerado econômico normalizado,,Administração + Custódia,False
2026-06,60645628000176,309510399.02,309769880.44,39928213.98,39928213.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39928213.98,39928213.98,39928213.98,0.0,0.0,1,60645628000176,False,False,True,True,True,True,LL CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,60645628000176,PLANNER CORRETORA DE VALORES S.A.,806535000154.0,REDWOOD ADMINISTRAÇÃO DE RECURSOS LTDA,10405423000145.0,PLANNER CORRETORA DE VALORES S.A.,806535000154.0,Financeiro,Financeiro: outros,,,60645628000176,60645628000176,60.645.628/0001-76,,False,False,False,0,,Fomento Mercantil,Fomento Mercantil,oficial_anbima,Classificação oficial ANBIMA por CNPJ da classe,ANBIMA Data — Fundos 175: características público,tipo e foco de atuação do cadastro público ANBIMA,True,classificação ANBIMA cadastral de dez/25 aplicada após a fotografia; validar novos fundos,Planner Corretora De Valores,00806535000154,Redwood Administracao De Recursos,10405423000145,Planner Corretora De Valores,00806535000154,False,False,False,mesmo conglomerado econômico normalizado,,Administração + Custódia,False
2026-06,60742391000141,309009580.11,314239984.88,4850463.25,4850463.25,0.0,2703561.64,1237914.26,413328.0,172111.58,150522.67,53502.14,119522.96,0.0,0.0,0.0,0.0,4850463.25,4850463.25,4850463.25,1,60742391000141,False,False,True,True,True,True,FIDC SINAI CONSIG FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,60742391000141,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,16695922000109.0,BLESS CAPITAL GESTORA DE RECURSOS LTDA.,20675481000142.0,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,16695922000109.0,Financeiro,Financeiro: outros,,,60742391000141,60742391000141,60.742.391/0001-41,,False,False,False,0,,Financeiro,Multicarteira Financeiro,proxy_cvm,Proxy CVM; validar,equivalência metodológica a partir do segmento CVM,segmento CVM FINANCEIRO,True,proxy CVM não equivale a classificação ANBIMA publicada,Id Corretora De Titulos E Valores Mobiliarios,16695922000109,Bless Capital Gestora De Recursos,20675481000142,Id Corretora De Titulos E Valores Mobiliarios,16695922000109,False,False,False,mesmo conglomerado econômico normalizado,,Administração + Custódia,False
2026-06,22235997000100,308493277.57,237161851.01,5060026.85,5060026.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5060026.85,0.0,0.0,0.0,0.0,5060026.85,5060026.85,5060026.85,1,22235997000100,False,False,True,True,True,True,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ABERTO EAN,22235997000100,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,13486793000142.0,SOD CAPITAL LTDA.,42379993000102.0,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,13486793000142.0,Financeiro,Financeiro: outros,,,22235997000100,22235997000100,22.235.997/0001-00,,False,False,False,0,,Outros,Multicarteira Outros,oficial_anbima,Classificação oficial ANBIMA por CNPJ da classe,ANBIMA Data — Fundos 175: características público,tipo e foco de atuação do cadastro público ANBIMA,True,classificação ANBIMA cadastral de dez/25 aplicada após a fotografia; validar novos fundos,BRL Trust,13486793000142,Sod Capital,42379993000102,BRL Trust,13486793000142,False,False,False,mesmo conglomerado econômico normalizado,,Administração + Custódia,False
2026-06,44177436000126,308355649.09,274567723.38,42938836.59,42938836.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12303543.99,30635292.6,42938836.59,42938836.59,0.0,0.0,1,44177436000126,False,False,True,True,True,True,GALAXY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,44177436000126,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,16695922000109.0,BDR INVESTIMENTOS LTDA.,35132740000166.0,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,16695922000109.0,Servicos,,,,44177436000126,44177436000126,44.177.436/0001-26,,False,False,False,0,,Outros,Multicarteira Outros,oficial_anbima,Classificação oficial ANBIMA por CNPJ da classe,ANBIMA Data — Fundos 175: características público,tipo e foco de atuação do cadastro público ANBIMA,True,classificação ANBIMA cadastral de dez/25 aplicada após a fotografia; validar novos fundos,Id Corretora De Titulos E Valores Mobiliarios,16695922000109,Bdr Investimentos,35132740000166,Id Corretora De Titulos E Valores Mobiliarios,16695922000109,False,False,False,mesmo conglomerado econômico normalizado,,Administração + Custódia,False
2026-06,42085830000109,308205214.77,255414395.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,42085830000109,False,False,True,True,True,True,CLOUDWALK AKIRA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,42085830000109,VERT DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,48967968000118.0,VERT GESTORA DE RECURSOS FINANCEIROS LTDA.,31636333000135.0,VERT DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,48967968000118.0,Financeiro,Financeiro: outros,,,42085830000109,42085830000109,42.085.830/0001-09,,False,False,False,0,,"Agro, Indústria e Comércio",Recebíveis Comerciais,oficial_anbima,Classificação oficial ANBIMA por CNPJ da classe,ANBIMA Data — Fundos 175: características público,tipo e foco de atuação do cadastro público ANBIMA,True,classificação ANBIMA cadastral de dez/25 aplicada após a fotografia; validar novos fundos,Vert,48967968000118,Vert,31636333000135,Vert,48967968000118,False,True,False,mesmo conglomerado econômico normalizado,Vert,Monoestrutura,False
2026-06,61292200000150,308073444.29,263285028.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,61292200000150,False,False,True,True,True,True,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ASAAS III - RESPONSABILIDADE LIMITADA,61292200000150,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,24361690000172.0,KANASTRA ADMINISTRAÇÃO DE RECURSOS LTDA,44870662000198.0,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,24361690000172.0,Financeiro,Financeiro: outros,,,61292200000150,61292200000150,61.292.200/0001-50,,False,False,False,0,,"Agro, Indústria e Comércio",Recebíveis Comerciais,oficial_anbima,Classificação oficial ANBIMA por CNPJ da classe,ANBIMA Data — Fundos 175: características público,tipo e foco de atuação do cadastro público ANBIMA,True,classificação ANBIMA cadastral de dez/25 aplicada após a fotografia; validar novos fundos,Limine Trust,24361690000172,Kanastra Administracao De Recursos,44870662000198,Limine Trust,24361690000172,False,False,False,mesmo conglomerado econômico normalizado,,Administração + Custódia,False
2026-06,55823114000123,307087718.71,307213925.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,55823114000123,False,False,True,True,True,True,MANSELL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55823114000123,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,34829992000186.0,REAG JUS GESTÃO DE ATIVOS JUDICIAIS LTDA.,46356742000155.0,REAG TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,34829992000186.0,Financeiro,Financeiro: outros,,Qualificado,55823114000123,55823114000123,55.823.114/0001-23,,False,False,False,0,,Outros,Multicarteira Outros,oficial_anbima,Classificação oficial ANBIMA por CNPJ da classe,ANBIMA Data — Fundos 175: características público,tipo e foco de atuação do cadastro público ANBIMA,True,classificação ANBIMA cadastral de dez/25 aplicada após a fotografia; validar novos fundos,CBSF,34829992000186,REAG,46356742000155,REAG,34829992000186,False,False,False,mesmo conglomerado econômico normalizado,,Gestão + Custódia,False
2026-06,44178497000108,306929277.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,44178497000108,True,False,True,True,True,True,XP CREDIT SELECTION FIC DE FIDC RESPONSABILIDADE LIMITADA,44178497000108,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,13486793000142.0,XP VISTA ASSET MANAGEMENT LTDA.,16789525000198.0,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,13486793000142.0,,,,,44178497000108,44178497000108,44.178.497/0001-08,,False,False,False,0,,FIC-FIDC,FIC-FIDC,fic_separado,FIC separado,campo is_fic_fidc do Informe Mensal CVM,FIC-FIDC é apresentado fora da taxonomia de quatro tipos,False,,BRL Trust,13486793000142,XP,16789525000198,BRL Trust,13486793000142,False,False,False,mesmo conglomerado econômico normalizado,,Administração + Custódia,False
2026-06,37012270000122,306639700.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,37012270000122,True,False,True,True,True,True,SALERNO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,37012270000122,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,59281253000123.0,QUADRA GESTÃO DE RECURSOS S.A.,17707098000114.0,BANCO BTG PACTUAL S/A,30306294000145.0,,,,Profissional,37012270000122,37012270000122,37.012.270/0001-22,,False,False,False,0,,FIC-FIDC,FIC-FIDC,fic_separado,FIC separado,campo is_fic_fidc do Informe Mensal CVM,FIC-FIDC é apresentado fora da taxonomia de quatro tipos,False,,BTG Pactual,59281253000123,Quadra Gestao De Recursos,17707098000114,BTG Pactual,30306294000145,False,False,False,mesmo conglomerado econômico normalizado,,Administração + Custódia,False
2026-06,52073804000114,306388514.05,306488901.83,3678403.37,3678403.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3678403.37,0.0,0.0,0.0,0.0,3678403.37,3678403.37,3678403.37,1,52073804000114,False,True,True,True,True,True,IF-AÇOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS RESPONSABILIDADE LIMITADA,52073804000114,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,16695922000109.0,IF ASSET GESTÃO DE RECURSOS LTDA.,10840069000187.0,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,16695922000109.0,Servicos,,,,52073804000114,52073804000114,52.073.804/0001-14,,False,False,False,0,,Outros,Multicarteira Outros,oficial_anbima,Classificação oficial ANBIMA por CNPJ da classe,ANBIMA Data — Fundos 175: características público,tipo e foco de atuação do cadastro público ANBIMA,True,classificação ANBIMA cadastral de dez/25 aplicada após a fotografia; validar novos fundos,Id Corretora De Titulos E Valores Mobiliarios,16695922000109,If Asset Gestao De Recursos,10840069000187,Id Corretora De Titulos E Valores Mobiliarios,16695922000109,False,False,False,mesmo conglomerado econômico normalizado,,Administração + Custódia,False
2026-06,41351629000163,306361844.98,299232008.2,11945104.8,11945104.8,37913471.87,9213476.53,0.0,3591817.35,0.0,0.0,683673.99,842427.54,0.0,0.0,0.0,0.0,14331395.41,11945104.8,11945104.8,1,41351629000163,False,False,True,True,True,True,SIFRA LP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,41351629000163,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,62285390000140.0,ORRAM GESTÃO DE RECURSOS LTDA.,33459864000125.0,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,62285390000140.0,Financeiro,Financeiro: credito corporativo,,Qualificado,41351629000163,41351629000163,41.351.629/0001-63,,False,False,False,0,,Fomento Mercantil,Fomento Mercantil,oficial_anbima,Classificação oficial ANBIMA por CNPJ da classe,ANBIMA Data — Fundos 175: características público,tipo e foco de atuação do cadastro público ANBIMA,True,classificação ANBIMA cadastral de dez/25 aplicada após a fotografia; validar novos fundos,QI Tech,62285390000140,Orram Gestao De Recursos,33459864000125,QI Tech,62285390000140,False,False,False,mesmo conglomerado econômico normalizado,,Administração + Custódia,False
2026-06,59143807000126,306182343.58,222870060.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,59143807000126,False,False,True,True,True,True,AZQ CDO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE ILIMITADA,59143807000126,BANCO DAYCOVAL S.A.,62232889000190.0,AZ QUEST MZK INVESTIMENTOS MACRO E CRÉDITO LTDA.,21676427000184.0,BANCO DAYCOVAL S.A.,62232889000190.0,Financeiro,Financeiro: credito corporativo,,,59143807000126,59143807000126,59.143.807/0001-26,,False,False,False,0,,Financeiro,Multicarteira Financeiro,oficial_anbima,Classificação oficial ANBIMA por CNPJ da classe,ANBIMA Data — Fundos 175: características público,tipo e foco de atuação do cadastro público ANBIMA,True,classificação ANBIMA cadastral de dez/25 aplicada após a fotografia; validar novos fundos,Daycoval,62232889000190,Az Quest Mzk Investimentos Macro E Credito,21676427000184,Daycoval,62232889000190,False,False,False,mesmo conglomerado econômico normalizado,,Administração + Custódia,False
