competencia,tipo_recebivel_tabela_ii,fundos_presentes,fundos_incluidos,pl_presente_brl,pl_incluido_brl,carteira_incluida_brl,inadimplencia_ajustada_brl,inadimplencia_sobre_pl,inadimplencia_sobre_carteira,fundos_inad_supera_carteira_excluidos,fundos_campos_ausentes_excluidos,fundos_coorte,pl_coorte_referencia_brl,cobertura_fundos_coorte,cobertura_pl_referencia_coorte,fundos_inadimplencia_positiva,pl_inadimplencia_positiva_brl,carteira_inadimplencia_positiva_brl,inadimplencia_positiva_brl,inadimplencia_sobre_pl_ex_zeros,inadimplencia_sobre_carteira_ex_zeros,variacao_inadimplencia_sobre_pl_pp,variacao_inadimplencia_sobre_carteira_pp
2013-12,Comercial,5,5,2275121708.45,2275121708.45,1901743659.5,1840435.5499999998,0.0008089393825237842,0.0009677621591144839,0,0,257,93385844928.04,0.019455252918287938,0.035917001375685875,2,2212981615.47,1856733728.02,1840435.5499999998,0.0008316542429156704,0.0009912221242205901,2.271486039188617e-05,2.345996510610623e-05
2013-12,Industrial,1,1,28059309820.44,28059309820.44,25652889692.28,0.0,0.0,0.0,0,0,52,65013548181.39,0.019230769230769232,0.9421877943364444,0,0.0,0.0,0.0,,,,
2013-12,Serviços,8,8,3317151225.5,3317151225.5,3026480847.06,1230251.92,0.00037087604283538863,0.00040649585514314346,0,0,160,36529338314.49,0.05,0.1811356207001249,2,275844509.63,192999871.02,1230251.92,0.004459947097189574,0.006374366539719151,0.004089071054354185,0.005967870684576007
2013-12,Setor público,4,4,1086013273.6,1086013273.6,1067362376.83,0.0,0.0,0.0,0,0,129,30600789960.969997,0.031007751937984496,0.06069414754517424,0,0.0,0.0,0.0,,,,
2013-12,Ações judiciais,7,5,1060803789.1899999,1051619534.9399999,981912896.85,28014578.31,0.02663946168668155,0.02853061447697798,2,0,160,21969975460.06,0.03125,0.027153210045432193,2,206955353.98000002,204538370.92000002,28014578.31,0.13536532286430872,0.13696490386616597,0.10872586117762717,0.10843428938918799
2013-12,Agronegócio,1,0,3642075.29,0.0,0.0,0.0,,,1,0,36,7064715402.79,0.0,0.0,0,0.0,0.0,0.0,,,,
2013-12,Imobiliário,1,1,9507341.58,9507341.58,1515189.17,40970.89,0.004309394971796101,0.027040115393644214,0,0,15,921381939.25,0.06666666666666667,0.1106685000717524,1,9507341.58,1515189.17,40970.89,0.004309394971796101,0.027040115393644214,0.0,0.0
2014-01,Financeiro,21,20,1425958195.96,1411074365.29,1187391315.26,146975404.92,0.10415851108583779,0.1237800908858906,1,0,1215,256239377629.81,0.01646090534979424,0.0208679548579575,8,802987689.87,710781914.49,146975404.92,0.18303568880837343,0.2067798883507858,0.07887717772253564,0.0829997974648952
2014-01,Comercial,5,5,2083341897.7,2083341897.7,1742396421.6,2900789.6,0.001392373284098236,0.0016648275696849034,0,0,257,93385844928.04,0.019455252918287938,0.035917001375685875,2,2020139993.3000002,1696284901.8999999,2900789.6,0.0014359349399649351,0.0017100839586267854,4.356165586669918e-05,4.5256388941881985e-05
2014-01,Industrial,1,1,30614640861.15,30614640861.15,22704367092.93,0.0,0.0,0.0,0,0,52,65013548181.39,0.019230769230769232,0.9421877943364444,0,0.0,0.0,0.0,,,,
2014-01,Serviços,8,8,2857283989.31,2857283989.31,2743667477.62,3404490.3200000003,0.0011915127557279121,0.0012408538380726925,0,0,160,36529338314.49,0.05,0.1811356207001249,3,225440568.33,169671384.45999998,3404490.3200000003,0.015101498125290855,0.020065200333192357,0.013909985369562942,0.018824346495119666
2014-01,Setor público,4,4,1091701872.65,1091701872.65,1069877760.28,0.0,0.0,0.0,0,0,129,30600789960.969997,0.031007751937984496,0.06069414754517424,0,0.0,0.0,0.0,,,,
2014-01,Ações judiciais,7,5,1063678408.28,1054600719.5600001,983614541.25,30449536.29,0.028873047140252416,0.030956777287273557,2,0,160,21969975460.06,0.03125,0.027153210045432193,1,48046185.64,46289466.03,30449536.29,0.6337555392669877,0.657807032603612,0.6048824921267353,0.6268502553163384
2014-01,Agronegócio,1,0,12703155.61,0.0,0.0,0.0,,,1,0,36,7064715402.79,0.0,0.0,0,0.0,0.0,0.0,,,,
