Fundo,CNPJ,Critério,Chave,Evento,Comparação,Limite,Monitoramento,Métrica IME sugerida,Fonte,Comentário
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,67%,monitoravel,Dir Cred / PL,876497_assembleia_assembleia_876497_2025-04-09.pdf,O Informe Mensal traz direitos creditórios e PL.
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,67%,monitoravel,Dir Cred / PL,876497_assembleia_assembleia_876497_2025-04-09.pdf,O Informe Mensal traz direitos creditórios e PL.
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,"Troca de administrador, gestor ou prestador-chave",service_provider_replacement_event,evento_de_avaliação_ou_liquidação,texto,,nao_monitoravel,,876497_assembleia_assembleia_876497_2025-04-09.pdf,"Troca, renúncia ou substituição de administrador, gestor, custodiante ou consultor é evento documental/eventual, não métrica mensal do IME."
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,"Troca de administrador, gestor ou prestador-chave",service_provider_replacement_event,evento_de_avaliação_ou_liquidação,texto,,nao_monitoravel,,876497_assembleia_assembleia_876497_2025-04-09.pdf,"Troca, renúncia ou substituição de administrador, gestor, custodiante ou consultor é evento documental/eventual, não métrica mensal do IME."
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,"Troca de administrador, gestor ou prestador-chave",service_provider_replacement_event,evento_de_avaliação_ou_liquidação,texto,,nao_monitoravel,,876497_assembleia_assembleia_876497_2025-04-09.pdf,"Troca, renúncia ou substituição de administrador, gestor, custodiante ou consultor é evento documental/eventual, não métrica mensal do IME."
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,"Troca de administrador, gestor ou prestador-chave",service_provider_replacement_event,evento_de_avaliação_ou_liquidação,texto,"0,12%",nao_monitoravel,,876497_assembleia_assembleia_876497_2025-04-09.pdf,"Troca, renúncia ou substituição de administrador, gestor, custodiante ou consultor é evento documental/eventual, não métrica mensal do IME."
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,Subordinação mínima,subordination_ratio_min,enquadramento,>=,5%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",884809_regulamento_regulamento_884809_2025-04-23.pdf,O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,Subordinação mínima,subordination_ratio_min,enquadramento,>=,20%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",884809_regulamento_regulamento_884809_2025-04-23.pdf,O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,Subordinação mínima,subordination_ratio_min,enquadramento,>=,10%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",884809_regulamento_regulamento_884809_2025-04-23.pdf,O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,Subordinação mínima,subordination_ratio_min,enquadramento,>=,"7,50%",monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",884809_regulamento_regulamento_884809_2025-04-23.pdf,O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,Subordinação mínima,subordination_ratio_min,enquadramento,>=,"7,50%",monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",884809_regulamento_regulamento_884809_2025-04-23.pdf,O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,3%,monitoravel,Dir Cred / PL,884809_regulamento_regulamento_884809_2025-04-23.pdf,O Informe Mensal traz direitos creditórios e PL.
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,67%,monitoravel,Dir Cred / PL,884809_regulamento_regulamento_884809_2025-04-23.pdf,O Informe Mensal traz direitos creditórios e PL.
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,67%,monitoravel,Dir Cred / PL,884809_regulamento_regulamento_884809_2025-04-23.pdf,O Informe Mensal traz direitos creditórios e PL.
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,67%,monitoravel,Dir Cred / PL,884809_regulamento_regulamento_884809_2025-04-23.pdf,O Informe Mensal traz direitos creditórios e PL.
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,67%,monitoravel,Dir Cred / PL,884809_regulamento_regulamento_884809_2025-04-23.pdf,O Informe Mensal traz direitos creditórios e PL.
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,Limite de recompra,recompras_max,enquadramento,<=,"5,00%",monitoravel,Recompras / Crédito ou Recompras / PL,884809_regulamento_regulamento_884809_2025-04-23.pdf,O Informe Mensal traz recompras mensais; thresholds acumulados exigem janela definida no documento.
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,Limite de recompra,recompras_max,enquadramento,<=,"5,00%",monitoravel,Recompras / Crédito ou Recompras / PL,884809_regulamento_regulamento_884809_2025-04-23.pdf,O Informe Mensal traz recompras mensais; thresholds acumulados exigem janela definida no documento.
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,Limite de recompra,recompras_max,enquadramento,<=,5%,monitoravel,Recompras / Crédito ou Recompras / PL,884809_regulamento_regulamento_884809_2025-04-23.pdf,O Informe Mensal traz recompras mensais; thresholds acumulados exigem janela definida no documento.
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,Reserva ou caixa mínimo,minimum_cash_ratio,enquadramento,>=,30%,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,884809_regulamento_regulamento_884809_2025-04-23.pdf,"O Informe Mensal traz caixa, mas cronogramas futuros e reservas regulatórias nem sempre são campos padronizados."
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,Reserva ou caixa mínimo,minimum_cash_ratio,enquadramento,>=,30%,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,884809_regulamento_regulamento_884809_2025-04-23.pdf,"O Informe Mensal traz caixa, mas cronogramas futuros e reservas regulatórias nem sempre são campos padronizados."
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,Reserva ou caixa mínimo,minimum_cash_ratio,enquadramento,>=,100%,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,884809_regulamento_regulamento_884809_2025-04-23.pdf,"O Informe Mensal traz caixa, mas cronogramas futuros e reservas regulatórias nem sempre são campos padronizados."
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,Reserva ou caixa mínimo,minimum_cash_ratio,enquadramento,>=,100%,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,884809_regulamento_regulamento_884809_2025-04-23.pdf,"O Informe Mensal traz caixa, mas cronogramas futuros e reservas regulatórias nem sempre são campos padronizados."
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,Limite de concentração,concentration_limits,elegibilidade,<=,100%,nao_monitoravel,,884809_regulamento_regulamento_884809_2025-04-23.pdf,"Limites por sacado, cedente ou grupo econômico exigem granularidade não disponível no IME público."
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,"Troca de administrador, gestor ou prestador-chave",service_provider_replacement_event,evento_de_avaliação_ou_liquidação,texto,,nao_monitoravel,,884809_regulamento_regulamento_884809_2025-04-23.pdf,"Troca, renúncia ou substituição de administrador, gestor, custodiante ou consultor é evento documental/eventual, não métrica mensal do IME."
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,"Troca de administrador, gestor ou prestador-chave",service_provider_replacement_event,evento_de_avaliação_ou_liquidação,texto,,nao_monitoravel,,884809_regulamento_regulamento_884809_2025-04-23.pdf,"Troca, renúncia ou substituição de administrador, gestor, custodiante ou consultor é evento documental/eventual, não métrica mensal do IME."
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,"Troca de administrador, gestor ou prestador-chave",service_provider_replacement_event,evento_de_avaliação_ou_liquidação,texto,,nao_monitoravel,,884809_regulamento_regulamento_884809_2025-04-23.pdf,"Troca, renúncia ou substituição de administrador, gestor, custodiante ou consultor é evento documental/eventual, não métrica mensal do IME."
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,"Troca de administrador, gestor ou prestador-chave",service_provider_replacement_event,evento_de_avaliação_ou_liquidação,texto,,nao_monitoravel,,884809_regulamento_regulamento_884809_2025-04-23.pdf,"Troca, renúncia ou substituição de administrador, gestor, custodiante ou consultor é evento documental/eventual, não métrica mensal do IME."
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,Critérios de elegibilidade dos direitos creditórios,eligibility_criteria_text,elegibilidade,texto,,nao_monitoravel,,884809_regulamento_regulamento_884809_2025-04-23.pdf,"Critérios de elegibilidade exigem granularidade por direito creditório, sacado, cedente e documentação de lastro não disponível no IME público."
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,50%,monitoravel,Dir Cred / PL,912010_assembleia_assembleia_912010_2025-05-26.pdf,O Informe Mensal traz direitos creditórios e PL.
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,67%,monitoravel,Dir Cred / PL,912010_assembleia_assembleia_912010_2025-05-26.pdf,O Informe Mensal traz direitos creditórios e PL.
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,50%,monitoravel,Dir Cred / PL,912010_assembleia_assembleia_912010_2025-05-26.pdf,O Informe Mensal traz direitos creditórios e PL.
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,50%,monitoravel,Dir Cred / PL,912010_assembleia_assembleia_912010_2025-05-26.pdf,O Informe Mensal traz direitos creditórios e PL.
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,50%,monitoravel,Dir Cred / PL,912010_assembleia_assembleia_912010_2025-05-26.pdf,O Informe Mensal traz direitos creditórios e PL.
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,Subordinação mínima,subordination_ratio_min,enquadramento,>=,5%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",974437_assembleia_assembleia_974437_2025-08-06.pdf,O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,Subordinação mínima,subordination_ratio_min,enquadramento,>=,20%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",974437_assembleia_assembleia_974437_2025-08-06.pdf,O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,Subordinação mínima,subordination_ratio_min,enquadramento,>=,10%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",974437_assembleia_assembleia_974437_2025-08-06.pdf,O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,Subordinação mínima,subordination_ratio_min,enquadramento,>=,"7,50%",monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",974437_assembleia_assembleia_974437_2025-08-06.pdf,O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,Subordinação mínima,subordination_ratio_min,enquadramento,>=,"7,50%",monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",974437_assembleia_assembleia_974437_2025-08-06.pdf,O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,3%,monitoravel,Dir Cred / PL,974437_assembleia_assembleia_974437_2025-08-06.pdf,O Informe Mensal traz direitos creditórios e PL.
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,67%,monitoravel,Dir Cred / PL,974437_assembleia_assembleia_974437_2025-08-06.pdf,O Informe Mensal traz direitos creditórios e PL.
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,67%,monitoravel,Dir Cred / PL,974437_assembleia_assembleia_974437_2025-08-06.pdf,O Informe Mensal traz direitos creditórios e PL.
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,67%,monitoravel,Dir Cred / PL,974437_assembleia_assembleia_974437_2025-08-06.pdf,O Informe Mensal traz direitos creditórios e PL.
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,67%,monitoravel,Dir Cred / PL,974437_assembleia_assembleia_974437_2025-08-06.pdf,O Informe Mensal traz direitos creditórios e PL.
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,Limite de recompra,recompras_max,enquadramento,<=,"5,00%",monitoravel,Recompras / Crédito ou Recompras / PL,974437_assembleia_assembleia_974437_2025-08-06.pdf,O Informe Mensal traz recompras mensais; thresholds acumulados exigem janela definida no documento.
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,Limite de recompra,recompras_max,enquadramento,<=,"5,00%",monitoravel,Recompras / Crédito ou Recompras / PL,974437_assembleia_assembleia_974437_2025-08-06.pdf,O Informe Mensal traz recompras mensais; thresholds acumulados exigem janela definida no documento.
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,Limite de recompra,recompras_max,enquadramento,<=,5%,monitoravel,Recompras / Crédito ou Recompras / PL,974437_assembleia_assembleia_974437_2025-08-06.pdf,O Informe Mensal traz recompras mensais; thresholds acumulados exigem janela definida no documento.
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,Limite de recompra,recompras_max,enquadramento,<=,"5,00%",monitoravel,Recompras / Crédito ou Recompras / PL,974437_assembleia_assembleia_974437_2025-08-06.pdf,O Informe Mensal traz recompras mensais; thresholds acumulados exigem janela definida no documento.
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,Limite de recompra,recompras_max,enquadramento,<=,"5,00%",monitoravel,Recompras / Crédito ou Recompras / PL,974437_assembleia_assembleia_974437_2025-08-06.pdf,O Informe Mensal traz recompras mensais; thresholds acumulados exigem janela definida no documento.
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,Reserva ou caixa mínimo,minimum_cash_ratio,enquadramento,>=,30%,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,974437_assembleia_assembleia_974437_2025-08-06.pdf,"O Informe Mensal traz caixa, mas cronogramas futuros e reservas regulatórias nem sempre são campos padronizados."
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,Reserva ou caixa mínimo,minimum_cash_ratio,enquadramento,>=,30%,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,974437_assembleia_assembleia_974437_2025-08-06.pdf,"O Informe Mensal traz caixa, mas cronogramas futuros e reservas regulatórias nem sempre são campos padronizados."
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,Limite de concentração,concentration_limits,elegibilidade,<=,2%,nao_monitoravel,,974437_assembleia_assembleia_974437_2025-08-06.pdf,"Limites por sacado, cedente ou grupo econômico exigem granularidade não disponível no IME público."
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,Limite de concentração,concentration_limits,elegibilidade,<=,2%,nao_monitoravel,,974437_assembleia_assembleia_974437_2025-08-06.pdf,"Limites por sacado, cedente ou grupo econômico exigem granularidade não disponível no IME público."
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,Limite de concentração,concentration_limits,elegibilidade,<=,20%,nao_monitoravel,,974437_assembleia_assembleia_974437_2025-08-06.pdf,"Limites por sacado, cedente ou grupo econômico exigem granularidade não disponível no IME público."
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,Limite de concentração,concentration_limits,elegibilidade,<=,20%,nao_monitoravel,,974437_assembleia_assembleia_974437_2025-08-06.pdf,"Limites por sacado, cedente ou grupo econômico exigem granularidade não disponível no IME público."
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,"Troca de administrador, gestor ou prestador-chave",service_provider_replacement_event,evento_de_avaliação_ou_liquidação,texto,,nao_monitoravel,,974437_assembleia_assembleia_974437_2025-08-06.pdf,"Troca, renúncia ou substituição de administrador, gestor, custodiante ou consultor é evento documental/eventual, não métrica mensal do IME."
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,"Troca de administrador, gestor ou prestador-chave",service_provider_replacement_event,evento_de_avaliação_ou_liquidação,texto,,nao_monitoravel,,974437_assembleia_assembleia_974437_2025-08-06.pdf,"Troca, renúncia ou substituição de administrador, gestor, custodiante ou consultor é evento documental/eventual, não métrica mensal do IME."
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,"Troca de administrador, gestor ou prestador-chave",service_provider_replacement_event,evento_de_avaliação_ou_liquidação,texto,,nao_monitoravel,,974437_assembleia_assembleia_974437_2025-08-06.pdf,"Troca, renúncia ou substituição de administrador, gestor, custodiante ou consultor é evento documental/eventual, não métrica mensal do IME."
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,"Troca de administrador, gestor ou prestador-chave",service_provider_replacement_event,evento_de_avaliação_ou_liquidação,texto,,nao_monitoravel,,974437_assembleia_assembleia_974437_2025-08-06.pdf,"Troca, renúncia ou substituição de administrador, gestor, custodiante ou consultor é evento documental/eventual, não métrica mensal do IME."
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,Critérios de elegibilidade dos direitos creditórios,eligibility_criteria_text,elegibilidade,texto,,nao_monitoravel,,974437_assembleia_assembleia_974437_2025-08-06.pdf,"Critérios de elegibilidade exigem granularidade por direito creditório, sacado, cedente e documentação de lastro não disponível no IME público."
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,Subordinação mínima,subordination_ratio_min,enquadramento,>=,5%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",974439_regulamento_regulamento_974439_2025-08-06.pdf,O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,Subordinação mínima,subordination_ratio_min,enquadramento,>=,20%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",974439_regulamento_regulamento_974439_2025-08-06.pdf,O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,Subordinação mínima,subordination_ratio_min,enquadramento,>=,10%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",974439_regulamento_regulamento_974439_2025-08-06.pdf,O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,Subordinação mínima,subordination_ratio_min,enquadramento,>=,"7,50%",monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",974439_regulamento_regulamento_974439_2025-08-06.pdf,O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,Subordinação mínima,subordination_ratio_min,enquadramento,>=,"7,50%",monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",974439_regulamento_regulamento_974439_2025-08-06.pdf,O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,3%,monitoravel,Dir Cred / PL,974439_regulamento_regulamento_974439_2025-08-06.pdf,O Informe Mensal traz direitos creditórios e PL.
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,67%,monitoravel,Dir Cred / PL,974439_regulamento_regulamento_974439_2025-08-06.pdf,O Informe Mensal traz direitos creditórios e PL.
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,67%,monitoravel,Dir Cred / PL,974439_regulamento_regulamento_974439_2025-08-06.pdf,O Informe Mensal traz direitos creditórios e PL.
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,67%,monitoravel,Dir Cred / PL,974439_regulamento_regulamento_974439_2025-08-06.pdf,O Informe Mensal traz direitos creditórios e PL.
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,67%,monitoravel,Dir Cred / PL,974439_regulamento_regulamento_974439_2025-08-06.pdf,O Informe Mensal traz direitos creditórios e PL.
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,Limite de recompra,recompras_max,enquadramento,<=,"5,00%",monitoravel,Recompras / Crédito ou Recompras / PL,974439_regulamento_regulamento_974439_2025-08-06.pdf,O Informe Mensal traz recompras mensais; thresholds acumulados exigem janela definida no documento.
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,Limite de recompra,recompras_max,enquadramento,<=,"5,00%",monitoravel,Recompras / Crédito ou Recompras / PL,974439_regulamento_regulamento_974439_2025-08-06.pdf,O Informe Mensal traz recompras mensais; thresholds acumulados exigem janela definida no documento.
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,Limite de recompra,recompras_max,enquadramento,<=,5%,monitoravel,Recompras / Crédito ou Recompras / PL,974439_regulamento_regulamento_974439_2025-08-06.pdf,O Informe Mensal traz recompras mensais; thresholds acumulados exigem janela definida no documento.
