grupo,fundo,nome_curto,cnpj,date,event,series_or_class,amount,amount_display,currency,remuneration,amortization_schedule,maturity,source_excerpt,source_document,source_document_id
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,,evento de cota,,,,,,,,"enato Paes de Barros, 1017, 10º andar, Itaim Bibi, CEP 04530 -001, inscrita no CNPJ/MF sob nº36.266.751/0001-00, devidamente autorizada à prestação dos serviços de administração de carteira de títulos e valores mobiliários através do Ato Declaratório nº 18.527, de 15 de março de 2021, na qualidade de administradora do MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS, inscrito…",232654_regulamento_regulamento_232654_2021-11-03.pdf,232654
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,,evento de cota,,,,,"nor entre (i) 70,00%; e (ii) 100,00% – [(PP x MS) – (ESL x PMP)] onde: PP = Perda Ponderada MS = múltiplo de stress equivalente a 3,00 ESL = Excesso de spread líquido, equivalente a Taxa Interna de Retorno dos Direitos Creditórios Adquiridos Adimplentes, subtraído (i) o somatório (a) da Taxa de Administração e da remuneração dos Agentes de Cobrança nos termos do item 17.23 abaixo; e (b) os demais custos de cobrança…","AS, DIREITOS, CONDIÇÕES DE EMISSÃO, SUBSCRIÇÃO E INTEGRALIZAÇÃO DAS COTAS .......................................................................................................... 49 CAPÍTULO ONZE – DA ASSEMBLEIA GERAL DE COTISTAS ................................................................... 59 CAPÍTULO DOZE – DA AMORTIZAÇÃO E DO RESGATE ORDINÁRIO DAS COTAS ................................... 68 CAPÍTULO TREZ…","Pago como “Dinheiro Express”. ""Direitos Creditórios Ofertados"" Os Direitos Creditórios ofertados ao Fundo em cada Data de Oferta de Direitos Creditórios. ""Direitos Creditórios para Cobrança Extraordinária"" Os Direitos Creditórios Adquiridos vencidos e não pagos (i) pelos respectivos Devedores CCB na data de vencimento inicialmente prevista, para os Direitos Creditórios CCB; e (ii) assim qualificados pela metodologia…",O FUNDO ..... 35 CAPÍTULO SEIS – DOS DOCUMENTOS COMPROBATÓRIOS ................................................................. 39 CAPÍTULO SETE – DOS CRITÉRIOS DE ELEGIBILIDADE E DAS CONDIÇÕES DE CESSÃO ........................ 41 CAPÍTULO OITO – DAS OPERAÇÕES DE AQUISIÇÃO DE DIREITOS CREDITÓRIOS ................................ 45 CAPÍTULO NOVE – DOS CRITÉRIOS DE AVALIAÇÃO DOS DIREITOS CREDITÓRIOS E DOS ATIVOS FI…,232655_regulamento_regulamento_232655_2021-11-03.pdf,232655
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,,evento de cota,Cotas Seniores da Primeira Emissão” do Regulamento do Fundo,,,,,,,"enato Paes de Barros, 1017, 10º andar, Itaim Bibi, CEP 04530 -001, inscrita no CNPJ/MF sob nº36.266.751/0001-00, devidamente autorizada à prestação dos serviços de administração de carteira de títulos e valores mobiliários através do Ato Declaratório nº 18.527, de 15 de março de 2021, na qualidade de administradora do MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS, inscrito…",234125_regulamento_regulamento_234125_2021-11-11.pdf,234125
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,,evento de cota,,,,,"nor entre (i) 70,00%; e (ii) 100,00% – [(PP x MS) – (ESL x PMP)] onde: PP = Perda Ponderada MS = múltiplo de stress equivalente a 3,00 ESL = Excesso de spread líquido, equivalente a Taxa Interna de Retorno dos Direitos Creditórios Adquiridos Adimplentes, subtraído (i) o somatório (a) da Taxa de Administração e da remuneração dos Agentes de Cobrança nos termos do item 17.23 abaixo; e (b) os demais custos de cobrança…","AS, DIREITOS, CONDIÇÕES DE EMISSÃO, SUBSCRIÇÃO E INTEGRALIZAÇÃO DAS COTAS .......................................................................................................... 49 CAPÍTULO ONZE – DA ASSEMBLEIA GERAL DE COTISTAS ................................................................... 59 CAPÍTULO DOZE – DA AMORTIZAÇÃO E DO RESGATE ORDINÁRIO DAS COTAS ................................... 68 CAPÍTULO TREZ…","Pago como “Dinheiro Express”. ""Direitos Creditórios Ofertados"" Os Direitos Creditórios ofertados ao Fundo em cada Data de Oferta de Direitos Creditórios. ""Direitos Creditórios para Cobrança Extraordinária"" Os Direitos Creditórios Adquiridos vencidos e não pagos (i) pelos respectivos Devedores CCB na data de vencimento inicialmente prevista, para os Direitos Creditórios CCB; e (ii) assim qualificados pela metodologia…",O FUNDO ..... 35 CAPÍTULO SEIS – DOS DOCUMENTOS COMPROBATÓRIOS ................................................................. 39 CAPÍTULO SETE – DOS CRITÉRIOS DE ELEGIBILIDADE E DAS CONDIÇÕES DE CESSÃO ........................ 41 CAPÍTULO OITO – DAS OPERAÇÕES DE AQUISIÇÃO DE DIREITOS CREDITÓRIOS ................................ 45 CAPÍTULO NOVE – DOS CRITÉRIOS DE AVALIAÇÃO DOS DIREITOS CREDITÓRIOS E DOS ATIVOS FI…,234127_regulamento_regulamento_234127_2021-11-11.pdf,234127
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,,evento de cota,Cotas Seniores para alterar o campo “Data de Pagamento”,,,,"o) das Cotas de emissão do Fundo em circulação (“Cotistas”). Compareceu, ainda, o representante legal da Administradora. 3. COMPOSIÇÃO DA MESA: Presidente: Juliana Gurzoni; Secretária: Cristiani Mendes Gonçalves. 4. ORDEM DO DIA: Deliberar sobre: (i) alteração do regulamento do fundo de forma a restar claro que a remuneração do Agente de Recebimento compõe a Taxa de Administração; (ii) alteração do Suplemento das Co…",,,"AORDINÁRIA DE COTISTAS REALIZADA EM 25 DE NOVEMBRO DE 2021. DATA, HORA E LOCAL: Realizada aos 25 de novembro de 2021, às 10h00, na sede da CAPTALYS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA., instituição administradora (“Administradora”) do MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS, inscrito no CNPJ/MF sob o nº 41.970.012/0001-26 (“Fundo”). 1. CONVOCAÇÃO: disp…",241163_regulamento_regulamento_241163_2021-11-25.pdf,241163
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,,evento de cota,,,,,"nor entre (i) 70,00%; e (ii) 100,00% – [(PP x MS) – (ESL x PMP)] onde: PP = Perda Ponderada MS = múltiplo de stress equivalente a 3,00 ESL = Excesso de spread líquido, equivalente a Taxa Interna de Retorno dos Direitos Creditórios Adquiridos Adimplentes, subtraído (i) o somatório (a) da Taxa de Administração e da remuneração dos Agentes de Cobrança nos termos do item 17.23 abaixo; e (b) os demais custos de cobrança…","AS, DIREITOS, CONDIÇÕES DE EMISSÃO, SUBSCRIÇÃO E INTEGRALIZAÇÃO DAS COTAS .......................................................................................................... 50 CAPÍTULO ONZE – DA ASSEMBLEIA GERAL DE COTISTAS ................................................................... 60 CAPÍTULO DOZE – DA AMORTIZAÇÃO E DO RESGATE ORDINÁRIO DAS COTAS ................................... 69 CAPÍTULO TREZ…","mento. Deixarão de integrar o conceito de Créditos Inadimplentes os Direitos Creditórios cujo inadimplemento, independentemente de ter sido formalizado o refinanciamento, a reestruturação ou a modificação d as condições de pagamento , seja sanado ou torne -se inferior a 30 (trinta) dias contados da respectiva data de vencimento original de cada parcela de principal e juros. ""Critérios de Elegibilidade"" Os atributo s…",O FUNDO ..... 36 CAPÍTULO SEIS – DOS DOCUMENTOS COMPROBATÓRIOS ................................................................. 40 CAPÍTULO SETE – DOS CRITÉRIOS DE ELEGIBILIDADE E DAS CONDIÇÕES DE CESSÃO ........................ 42 CAPÍTULO OITO – DAS OPERAÇÕES DE AQUISIÇÃO DE DIREITOS CREDITÓRIOS ................................ 46 CAPÍTULO NOVE – DOS CRITÉRIOS DE AVALIAÇÃO DOS DIREITOS CREDITÓRIOS E DOS ATIVOS FI…,241164_regulamento_regulamento_241164_2021-11-25.pdf,241164
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,,evento de cota,,,,,"de Inadimplência”, os quais passarão a vigorar com a seguinte redação: “""Base de Investimento"" A soma de (i) Disponibilidades do Fundo; e (ii) o produto do (a) Advance Rate; e (b) Valor Ajustado Agregado dos Direitos Creditórios; menos (iii) a soma dos valores a serem pagos aos Cotistas Seniores em decorrência do Benchmark, Rendimentos Adicionais, Amortização, A mortização Acelerada, e/ou da Amortização Extraordinár…","a vigorar com a seguinte redação: “""Base de Investimento"" A soma de (i) Disponibilidades do Fundo; e (ii) o produto do (a) Advance Rate; e (b) Valor Ajustado Agregado dos Direitos Creditórios; menos (iii) a soma dos valores a serem pagos aos Cotistas Seniores em decorrência do Benchmark, Rendimentos Adicionais, Amortização, A mortização Acelerada, e/ou da Amortização Extraordinária na próxima Data de Pagamento no re…","data ao Cotista Sênior, via protocolo de transferência de arquivos, conforme acordado previamente entre as partes, arquivo contendo a relação dos Direitos Creditórios que serão [adquiridos][alienados], conforme fornecida pelo Mercado Pago, o qual contém as informações abaixo • Loan ID • Data de Originação • Data de Vencimento • Valor Original (Principal) • Saldo Devedor • Taxa de Juros B. Para fins da [Chamada de Ca…","EMBLEIA GERAL DE COTISTAS REALIZADA EM 04 DE MARÇO DE 2022. DATA, HORA E LOCAL: Realizada aos 04 de março de 2022], às 17h00, na sede da CAPTALYS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA., instituição administradora (“Administradora”) do MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS , inscrito no CNPJ/MF sob o nº 41.970.012/0001-26 (“Fundo”). 1. CONVOCAÇÃO: dispe…",312463_assembleia_assembleia_312463_2022-03-04.pdf,312463
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,,evento de cota,,,,,"nor entre (i) 70,00%; e (ii) 100,00% – [(PP x MS) – (ESL x PMP)] onde: PP = Perda Ponderada MS = múltiplo de stress equivalente a 3,00 ESL = Excesso de spread líquido, equivalente a Taxa Interna de Retorno dos Direitos Creditórios Adquiridos Adimplentes, subtraído (i) o somatório (a) da Taxa de Administração e da remuneração dos Agentes de Cobrança nos termos do item 17.23 abaixo; e (b) os demais custos de cobrança…","AS, DIREITOS, CONDIÇÕES DE EMISSÃO, SUBSCRIÇÃO E INTEGRALIZAÇÃO DAS COTAS .......................................................................................................... 50 CAPÍTULO ONZE – DA ASSEMBLEIA GERAL DE COTISTAS ................................................................... 60 CAPÍTULO DOZE – DA AMORTIZAÇÃO E DO RESGATE ORDINÁRIO DAS COTAS ................................... 69 CAPÍTULO TREZ…","ento. Deixarão de integr ar o conceito de Créditos Inadimplentes os Direitos Creditórios cujo inadimplemento, independentemente de ter sido formalizado o refinanciamento, a reestruturação ou a modificação d as condições de pagamento , seja sanado ou torne -se inferior a 30 (trinta) dias contados da respectiva data de vencimento original de cada parcela de principal e juros. ""Critérios de Elegibilidade"" Os atributos…",O FUNDO ..... 36 CAPÍTULO SEIS – DOS DOCUMENTOS COMPROBATÓRIOS ................................................................. 40 CAPÍTULO SETE – DOS CRITÉRIOS DE ELEGIBILIDADE E DAS CONDIÇÕES DE CESSÃO ........................ 42 CAPÍTULO OITO – DAS OPERAÇÕES DE AQUISIÇÃO DE DIREITOS CREDITÓRIOS ................................ 46 CAPÍTULO NOVE – DOS CRITÉRIOS DE AVALIAÇÃO DOS DIREITOS CREDITÓRIOS E DOS ATIVOS FI…,312464_regulamento_regulamento_312464_2022-03-04.pdf,312464
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,,evento de cota,Cotas Seniores,1200000000.0,"R$1.200.000.000,00",R$,,,,"SSEMBLEIA GERAL DE COTISTAS REALIZADA EM 07 DE JULHO DE 2022. DATA, HORA E LOCAL: Realizada aos 07 de julho de 2022, às 17h00, na sede da CAPTALYS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA., instituição administradora (“Administradora”) do MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS, inscrito no CNPJ/MF sob o nº 41.970.012/0001-26 (“Fundo”). 1. CONVOCAÇÃO: dispe…",327165_assembleia_assembleia_327165_2022-07-07.pdf,327165
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,,evento de cota,,,,,"nor entre (i) 70,00%; e (ii) 100,00% – [(PP x MS) – (ESL x PMP)] onde: PP = Perda Ponderada MS = múltiplo de stress equivalente a 3,00 ESL = Excesso de spread líquido, equivalente a Taxa Interna de Retorno dos Direitos Creditórios Adquiridos Adimplentes, subtraído (i) o somatório (a) da Taxa de Administração e da remuneração dos Agentes de Cobrança nos termos do item 17.23 abaixo; e (b) os demais custos de cobrança…","AS, DIREITOS, CONDIÇÕES DE EMISSÃO, SUBSCRIÇÃO E INTEGRALIZAÇÃO DAS COTAS .......................................................................................................... 50 CAPÍTULO ONZE – DA ASSEMBLEIA GERAL DE COTISTAS ................................................................... 60 CAPÍTULO DOZE – DA AMORTIZAÇÃO E DO RESGATE ORDINÁRIO DAS COTAS ................................... 70 CAPÍTULO TREZ…","mento. Deixarão de integrar o conceito de Créditos Inadimplentes os Direitos Creditórios cujo inadimplemento, independentemente de ter sido formalizado o refinanciamento, a reestruturação ou a modificação d as condições de pagamento , seja sanado ou torne -se inferior a 30 (trinta) dias contados da respectiva data de vencimento original de cada parcela de principal e juros. ""Critérios de Elegibilidade"" Os atributos…",O FUNDO ..... 36 CAPÍTULO SEIS – DOS DOCUMENTOS COMPROBATÓRIOS ................................................................. 40 CAPÍTULO SETE – DOS CRITÉRIOS DE ELEGIBILIDADE E DAS CONDIÇÕES DE CESSÃO ........................ 42 CAPÍTULO OITO – DAS OPERAÇÕES DE AQUISIÇÃO DE DIREITOS CREDITÓRIOS ................................ 46 CAPÍTULO NOVE – DOS CRITÉRIOS DE AVALIAÇÃO DOS DIREITOS CREDITÓRIOS E DOS ATIVOS FI…,327171_regulamento_regulamento_327171_2022-07-07.pdf,327171
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,,evento de cota,,,,,legal da Administradora. 3. COMPOSIÇÃO DA MESA: Presidente: Carlos Shiratori; Secretária: Beatriz Nami. 4. ORDEM DO DIA: Deliberar sobre: 4.1. alteração do Regulamento do Fundo para incluir os números das contas correntes e das contas de pagamento de titularidade do Fundo (“Contas do Fundo”); 4.2. alteração da remuneração do Agente de Recebimento e do Agente de Cobrança do Fundo; 4.3. alteração das definições de “Ad…,"7.3 (xviii) e 17.11 (vii); 4.6. alteração da cláusula 17.23 do Regulamento do Fundo; 4.7. caso aprovadas as ordens do dia 4.1 e 4.2 acima, alteração das clausulas 18.1.1, 18.1.2 e das cláusulas 19.2, 19.3 e 19.4 e seus subitens; 4.8. alteração da cláusula 12.3 do Regulamento do Fundo, que trata das condições de amortização das Cotas Subordinadas; 4.9. caso aprovada a ordem do dia 4.1 acima, alteração do “Anexo I – M…","tal de meses remanescentes n = mês de referência Cn = fluxo de caixa dos Direitos Creditórios Adquiridos Adimplentes no mês “n” r = taxa interna de retorno mensal Taxa Estressada das Cotas Seniores = em qualquer Data Base, a soma de (i) 5,00% (cinco por cento); e (ii) o Benchmark. PMP = em qualquer Data Base, o prazo médio ponderado, em anos, dos Direitos Creditórios Adquiridos Adimplentes, separados por tipo de pro…","IA GERAL DE COTISTAS REALIZADA EM 18 DE OUTUBRO DE 2022. DATA, HORA E LOCAL: Realizada aos 18 de outubro de 2022, às 17h00, na sede da CAPTALYS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA., instituição administradora (“Administradora”) do MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO S, inscrito no CNPJ/MF sob o nº 41.970.012/0001-26 (“Fundo”). 1. CONVOCAÇÃO: dispens…",366765_assembleia_assembleia_366765_2022-10-18.pdf,366765
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,,evento de cota,,,,,"70,00%; e (ii) 100,00% – [(PP x MS) – (ESL x PMP)] onde: PP = Perda Ponderada MS = múltiplo de stress equivalente a 3,00 ESL = Excesso de spread líquido, equivalente a Taxa Interna de Retorno dos Direitos Creditórios Adquiridos Adimplentes, subtraído (i) o somatório (a) da Taxa de Administração (a qual inclui a remuneração do Agente de Recebimento) e (b) da remuneração dos Agentes de Cobrança e os demais 5 custos de…","AS, DIREITOS, CONDIÇÕES DE EMISSÃO, SUBSCRIÇÃO E INTEGRALIZAÇÃO DAS COTAS .......................................................................................................... 51 CAPÍTULO ONZE – DA ASSEMBLEIA GERAL DE COTISTAS ................................................................... 61 CAPÍTULO DOZE – DA AMORTIZAÇÃO E DO RESGATE ORDINÁRIO DAS COTAS ................................... 71 CAPÍTULO TREZ…","Pago como “Dinheiro Express”. ""Direitos Creditórios Ofertados"" Os Direitos Creditórios ofertados ao Fundo em cada Data de Oferta de Direitos Creditórios. ""Direitos Creditórios para Cobrança Extraordinária"" Os Direitos Creditórios Adquiridos vencidos e não pagos (i) pelos respectivos Devedores CCB na data de vencimento inicialmente prevista, para os Direitos Creditórios CCB; e (ii) assim qualificados pela metodologia…",O FUNDO ..... 37 CAPÍTULO SEIS – DOS DOCUMENTOS COMPROBATÓRIOS ................................................................. 41 CAPÍTULO SETE – DOS CRITÉRIOS DE ELEGIBILIDADE E DAS CONDIÇÕES DE CESSÃO ........................ 43 CAPÍTULO OITO – DAS OPERAÇÕES DE AQUISIÇÃO DE DIREITOS CREDITÓRIOS ................................ 47 CAPÍTULO NOVE – DOS CRITÉRIOS DE AVALIAÇÃO DOS DIREITOS CREDITÓRIOS E DOS ATIVOS FI…,366767_regulamento_regulamento_366767_2022-10-18.pdf,366767
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,,evento de cota,,,,,"contratos vigentes envolvendo o Fundo, inclusive nos ativos investidos, conforme aplicável, para que a Nova Gestora passe a figurar como instituição gestora e, quando for o caso, representante legal do Fundo, a partir da Data de Transferência (exclusive); (viii) após a Data de Transferência, a Nova Gestora f ará jus à remuneração prevista no Regulamento, conforme a minuta constante no Anexo I; (ix) na data da Assemb…",,"s nos Anexos II e III deste Regulamento; (iii) observar se os sistemas de TI do Administrador / Custodiante controlam as cond ições detalhadas dos direitos creditórios adquiridos pelo Fundo, entre outras condições, o nome do Devedor CCB e/ou Cedente PPV, data de originação, saldo principal do empréstimo e taxa de juros, vencimento e datas de pagamento. Para uma amostra de itens, efetuar a comparação dos dados retrom…","NÃO PADRONIZADOS CNPJ nº 41.970.012/0001-26 DATA, HORA E LOCAL: Assembleia instalada, em 1ª convocação, em 16 de março de 2023, às 10:00 horas, de forma remota por meio de plataforma virtual, e a pedido da unanimidade dos cotistas presentes, foi suspensa até as 9:00 horas de 26 de abril de 2023, oportunidade na qual a assembleia foi reaberta e encerrada. CONVOCAÇÃO: realizada por meio eletrônico, em 06 de março de 2…",451451_assembleia_assembleia_451451_2023-04-26.pdf,451451
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,,evento de cota,COTAS SENIORES 119,,,,"%; e (ii) 100,00% – [(PP x MS) – (ESL x PMP)] onde: PP = Perda Ponderada MS = múltiplo de stress equivalente a 3,00 5 ESL = Excesso de spread líquido, equivalente a Taxa Interna de Retorno dos Direitos Creditórios Adquiridos Adimplentes, subtraído (i) o somatório (a) da Taxa de Administração (a qual inclui a remuneração do Agente de Recebimento) e (b) da remuneração dos Agentes de Cobrança e os demais custos de cobr…","ITÓRIOS 47 CAPÍTULO NOVE – DOS CRITÉRIOS DE AVALIAÇÃO DOS DIREITOS CREDITÓRIOS E DOS ATIVOS FINANCEIROS INTEGRANTES DA CARTEIRA DO FUNDO 50 CAPÍTULO DEZ - DAS CARACTERÍSTICAS, DIREITOS, CONDIÇÕES DE EMISSÃO, SUBSCRIÇÃO E INTEGRALIZAÇÃO DAS COTAS 50 CAPÍTULO ONZE – DA ASSEMBLEIA GERAL DE COTISTAS 61 CAPÍTULO DOZE – DA AMORTIZAÇÃO E DO RESGATE ORDINÁRIO DAS COTAS 70 CAPÍTULO TREZE – DOS EVENTOS DE AVALIAÇÃO E LIQUIDAÇ…","lamento. Deixarão de integrar o conceito de Créditos Inadimplentes os Direitos Creditórios cujo inadimplemento, independentemente de ter sido formalizado o refinanciamento, a reestruturação ou a modificação das condições de pagamento, seja sanado ou torne -se inferior a 30 (trinta) dias contados da respectiva data de vencimento original de cada parcela de principal e juros. ""Critérios de Elegibilidade"" Os atributos…",ÇÃO DO PATRIMÔNIO DO FUNDO 36 CAPÍTULO TRÊS - DO PÚBLICO ALVO DO FUNDO 36 CAPÍTULO QUATRO – DO OBJETIVO DO INVESTIMENTO 37 CAPÍTULO CINCO – DA POLÍTICA DE INVESTIMENTO E DA COMPOSIÇÃO DA CARTEIRA DO FUNDO 37 CAPÍTULO SEIS – DOS DOCUMENTOS COMPROBATÓRIOS 41 CAPÍTULO SETE – DOS CRITÉRIOS DE ELEGIBILIDADE E DAS CONDIÇÕES DE CESSÃO 43 CAPÍTULO OITO – DAS OPERAÇÕES DE AQUISIÇÃO DE DIREITOS CREDITÓRIOS 47 CAPÍTULO NOVE –…,451466_regulamento_regulamento_451466_2023-04-26.pdf,451466
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,,evento de cota,Cotas Seniores do Mercado Crédito II Brasil,561.6,"R$561,60",R$,,,,"EIA GERAL DE COTISTAS REALIZADA EM 9 DE AGOSTO DE 2023. DATA, HORA E LOCAL : Realizada aos 9 dias de agosto de 2023, às 9h00, na sede da FINVEST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA., instituição administradora (“Administradora”) do MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS , inscrito no CNPJ/MF sob o nº 41.970.012/0001-26 (“Fundo”). 1. CONVOCAÇÃO: Dispen…",504535_assembleia_assembleia_504535_2023-08-09.pdf,504535
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,,evento de cota,,,,,"%; e (ii) 100,00% – [(PP x MS) – (ESL x PMP)] onde: PP = Perda Ponderada MS = múltiplo de stress equivalente a 3,00 4 ESL = Excesso de spread líquido, equivalente a Taxa Interna de Retorno dos Direitos Creditórios Adquiridos Adimplentes, subtraído (i) o somatório (a) da Taxa de Administração (a qual inclui a remuneração do Agente de Recebimento) e (b) da remuneração dos Agentes de Cobrança e os demais custos de cobr…","DIÇÕES DE EMISSÃO, SUBSCRIÇÃO E INTEGRALIZAÇÃO DAS COTAS .................................................................................................................... 54 CAPÍTULO 11 – DA ASSEMBLEIA GERAL DE COTISTAS .............................................................................. 65 CAPÍTULO 12 – DA AMORTIZAÇÃO E DO RESGATE ORDINÁRIO DAS COTAS .............................................. 76 CA…","eixarão de integrar o conceito de Créditos Inad implentes os Direitos Creditórios cujo inadimplemento, independentemente de ter sido formalizado o refinanciamento, a reestruturação ou a modificação das condições de pagamento, seja sanado ou torne- se igual ou inferior a 30 (trinta) dias contados da respectiva data de vencimento original de cada parcela de principal e juros. ""Critérios de Elegibilidade"" Os atributos…",PROBATÓRIOS ........................................................................... 44 CAPÍTULO 7 – DOS CRITÉRIOS DE ELEGIBILIDADE E DAS CONDIÇÕES DE CESSÃO .................................. 46 CAPÍTULO 8 – DAS OPERAÇÕES DE AQUISIÇÃO DE DIREITOS CREDITÓRIOS ........................................... 51 CAPÍTULO 9 – DOS CRITÉRIOS DE AVALIAÇÃO DOS DIREITOS CREDITÓRIOS E DOS ATIVOS FINANCEIROS INTEGRANTES DA CART…,504544_regulamento_regulamento_504544_2023-08-09.pdf,504544
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,,evento de cota,Cotas Seniores da Segunda Emissão”,,,,,,,"A GERAL DE COTISTAS REALIZADA EM 28 DE AGOSTO DE 2023. DATA, HORA E LOCAL : Realizada aos 28 dias de agosto de 2023, às 9h00, na sede da FINVEST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA., instituição administradora (“Administradora”) do MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS , inscrito no CNPJ/MF sob o nº 41.970.012/0001-26 (“Fundo”). 1. CONVOCAÇÃO: Dispen…",517356_assembleia_assembleia_517356_2023-08-28.pdf,517356
