rank_pl_fundo,cnpj_fundo_raw,fundo,pl_fundo_reais,pl_fundo_pct_industria_origem,pl_acumulado_pct_origem,cedentes_declarados_fundo,administrador,cnpj_fundo,pl_negativo_flag,cedente_declarado_flag,pl_com_cedente_reais,pl_sem_cedente_reais,pl_total_acumulado_reais,pl_total_acumulado_pct,fundos_com_cedente_acumulado,fundos_sem_cedente_acumulado,pl_com_cedente_acumulado_reais,pl_sem_cedente_acumulado_reais,pl_com_cedente_acumulado_pct_industria,pl_sem_cedente_acumulado_pct_industria,pl_com_cedente_pct_dentro_corte,dentro_corte_recomendado_flag,corte_recomendado_flag,marco_cobertura
51,26.405.883/0001-03,FIDC MULTISEGMENTOS NPL IPANEMA VI RESPONSABILIDADE LIMITADA,2633629374.15,0.00263566874978,0.334283235703,0,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,26405883000103,False,False,0,2633629374.15,334024580633.33,0.334283235703,15,36,128924040947.00,205100539686.33,0.129023874488,0.205259361214,0.385971717119,True,False,
52,20.441.301/0001-68,ARTESANAL CRÉDITO PRIVADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,2531753764.54,0.00253371425183,0.336816949954,0,GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.,20441301000168,False,False,0,2531753764.54,336556334397.87,0.336816949954,15,37,128924040947.00,207632293450.87,0.129023874488,0.207793075466,0.383068234855,True,False,
53,29.492.605/0001-29,GAZIN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS - RESPONSABILIDADE LIMITADA,2494236413.23,0.00249616784861,0.339313117803,1,FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,29492605000129,False,True,2494236413.23,0,339050570811.10,0.339313117803,16,37,131418277360.23,207632293450.87,0.131520042337,0.207793075466,0.387606713199,True,False,
54,50.095.909/0001-49,VITA AUTO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2489750068.19,0.00249167802953,0.341804795833,2,BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,50095909000149,False,True,2489750068.19,0,341540320879.29,0.341804795833,17,37,133908027428.42,207632293450.87,0.134011720366,0.207793075466,0.392070918841,True,False,
55,26.142.862/0001-42,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CLUBCARD VAREJO - RESPONSABILIDADE LIMITADA,2470380152.66,0.00247229311472,0.344277088947,0,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,26142862000142,False,False,0,2470380152.66,344010701031.95,0.344277088947,17,38,133908027428.42,210102673603.53,0.134011720366,0.210265368581,0.389255412773,True,False,
56,38.314.763/0001-80,SOMA III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,2464460565.77,0.00246636894394,0.346743457891,1,GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.,38314763000180,False,True,2464460565.77,0,346475161597.72,0.346743457891,18,38,136372487994.19,210102673603.53,0.13647808931,0.210265368581,0.393599608599,True,False,
57,59.356.753/0001-87,ER - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,2463356625.53,0.00246526414886,0.34920872204,0,VERT DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,59356753000187,False,False,0,2463356625.53,348938518223.25,0.34920872204,18,39,136372487994.19,212566030229.06,0.13647808931,0.21273063273,0.390820963786,True,False,
58,63.662.224/0001-89,FIDC SANTANDER AUTO LOANS I SEGMENTO FINANCEIRO - RESPONSABILIDADE LIMITADA,2430490971.94,0.00243237304544,0.351641095086,1,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,63662224000189,False,True,2430490971.94,0,351369009195.19,0.351641095086,19,39,138802978966.13,212566030229.06,0.138910462356,0.21273063273,0.395034779203,True,False,
59,60.528.786/0001-46,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS AGIBANK I RESPONSABILIDADE LIMITADA,2374382918.49,0.00237622154419,0.35401731663,0,OLIVEIRA TRUST DTVM S.A.,60528786000146,False,False,0,2374382918.49,353743392113.68,0.35401731663,19,40,138802978966.13,214940413147.55,0.138910462356,0.215106854274,0.392383241809,True,False,
60,22.128.298/0001-52,VALORA GUARDIAN MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,2370125529.63,0.00237196085858,0.356389277488,0,BNY MELLON SERVICOS FINANCEIROS DTVM S.A.,22128298000152,False,False,0,2370125529.63,356113517643.31,0.356389277488,19,41,138802978966.13,217310538677.18,0.138910462356,0.217478815133,0.389771721907,True,False,
61,47.228.232/0001-65,AGRO FLEX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2352850421.12,0.00235467237293,0.358743949861,1,BANCO DAYCOVAL S.A.,47228232000165,False,True,2352850421.12,0,358466368064.43,0.358743949861,20,41,141155829387.25,217310538677.18,0.141265134729,0.217478815133,0.393777051246,True,False,
62,42.358.004/0001-96,ACONCÁGUA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS RESPONSABILIDADE LIMITADA,2341582512.20,0.0023433957386,0.3610873456,3,SEFER INVESTIMENTOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,42358004000196,False,True,2341582512.20,0,360807950576.63,0.3610873456,21,41,143497411899.45,217310538677.18,0.143608530467,0.217478815133,0.397711335546,True,False,
63,55.720.253/0001-21,ITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS RESPONSABILIDADE ILIMITADA,2302518318.66,0.00230430129533,0.363391646895,0,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS",55720253000121,False,False,0,2302518318.66,363110468895.29,0.363391646895,21,42,143497411899.45,219613056995.84,0.143608530467,0.219783116428,0.395189409812,True,False,
64,59.929.098/0001-09,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CREDITAS AUTO XII,2207591119.67,0.00220930058857,0.365600947484,2,BANCO DAYCOVAL S.A.,59929098000109,False,True,2207591119.67,0,365318060014.96,0.365600947484,22,42,145705003019.12,219613056995.84,0.145817831056,0.219783116428,0.398844237301,True,False,
65,40.801.446/0001-30,EB VESTA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,2202074010.33,0.00220377920701,0.367804726691,0,GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.,40801446000130,False,False,0,2202074010.33,367520134025.29,0.367804726691,22,43,145705003019.12,221815131006.17,0.145817831056,0.221986895635,0.396454478353,True,False,
66,52.651.831/0001-27,HYUNDAI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2187326043.42,0.00218901981987,0.369993746511,1,S3 CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,52651831000127,False,True,2187326043.42,0,369707460068.71,0.369993746511,23,43,147892329062.54,221815131006.17,0.148006850876,0.221986895635,0.400025276837,True,False,
67,44.229.197/0001-00,EUV SP1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,2178946912.58,0.00218063420057,0.372174380711,0,FIDD DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,44229197000100,False,False,0,2178946912.58,371886406981.29,0.372174380711,23,44,147892329062.54,223994077918.75,0.148006850876,0.224167529835,0.397681459409,True,False,
68,57.719.370/0001-09,RSG FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2140596574.92,0.00214225416597,0.374316634877,0,BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,57719370000109,False,False,0,2140596574.92,374027003556.21,0.374316634877,23,45,147892329062.54,226134674493.67,0.148006850876,0.226309784001,0.395405485851,True,False,
69,42.154.687/0001-60,MULTIPLIKE PLUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2118132225.34,0.00211977242091,0.376436407298,1,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,42154687000160,False,True,2118132225.34,0,376145135781.55,0.376436407298,24,45,150010461287.88,226134674493.67,0.150126623297,0.226309784001,0.398810052338,True,False,
70,13.321.819/0001-00,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS VALE,2110355080.85,0.00211198925412,0.378548396552,1,BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,13321819000100,False,True,2110355080.85,0,378255490862.40,0.378548396552,25,45,152120816368.73,226134674493.67,0.152238612551,0.226309784001,0.402164198653,True,False,
71,49.306.883/0001-51,TM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2100498673.09,0.00210212521395,0.380650521766,0,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,49306883000151,False,False,0,2100498673.09,380355989535.49,0.380650521766,25,46,152120816368.73,228235173166.76,0.152238612551,0.228411909215,0.399943265136,True,False,
72,32.274.432/0001-87,MALMO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP,2093695955.21,0.00209531722833,0.382745838994,0,MAF DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,32274432000187,False,False,0,2093695955.21,382449685490.70,0.382745838994,25,47,152120816368.73,230328869121.97,0.152238612551,0.230507226444,0.397753801715,True,False,
73,34.583.819/0001-40,SOLIS CAPITAL ANTARES ADVISORY FIC DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2054273957.51,0.00205586470383,0.384801703698,0,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,34583819000140,False,False,0,2054273957.51,384503959448.21,0.384801703698,25,48,152120816368.73,232383143079.48,0.152238612551,0.232563091148,0.395628738354,True,False,
74,54.871.427/0001-94,CONSIGNADO DELTA RECEIVABLES I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2008347381.44,0.00200990256409,0.386811606262,0,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,54871427000194,False,False,0,2008347381.44,386512306829.65,0.386811606262,25,49,152120816368.73,234391490460.92,0.152238612551,0.234572993712,0.3935730213,True,False,
75,62.838.025/0001-16,ENDURANCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,2004513902.30,0.00200606611646,0.388817672379,1,INTRAG DTVM LTDA.,62838025000116,False,True,2004513902.30,0,388516820731.95,0.388817672379,26,49,154125330271.03,234391490460.92,0.154244678667,0.234572993712,0.396701820994,True,False,
76,23.216.398/0001-01,MULTIPLICA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,1993263958.67,0.00199480746133,0.39081247984,1,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,23216398000101,False,True,1993263958.67,0,390510084690.62,0.39081247984,27,49,156118594229.70,234391490460.92,0.156239486129,0.234572993712,0.399781210141,True,False,
77,61.652.768/0001-34,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DRIVER MASTER BRASIL I - RESP LIMITADA,1972712266.59,0.00197423985485,0.392786719695,1,BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,61652768000134,False,True,1972712266.59,0,392482796957.21,0.392786719695,28,49,158091306496.29,234391490460.92,0.158213725983,0.234572993712,0.402798053117,True,False,
78,42.449.510/0001-90,MONTENEGRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,1967671103.82,0.00196919478841,0.394755914483,0,TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,42449510000190,False,False,0,1967671103.82,394450468061.03,0.394755914483,28,50,158091306496.29,236359161564.74,0.158213725983,0.2365421885,0.400788741039,True,False,
79,50.114.948/0001-46,DRIVER BRASIL SIX BANCO VOLKSWAGEN FIDC FINANCIAMENTO DE VEÍCULOS - RESPONSABILIDADE LIMITADA,1934784988.69,0.00193628320761,0.396692197691,1,BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,50114948000146,False,True,1934784988.69,0,396385253049.72,0.396692197691,29,50,160026091484.98,236359161564.74,0.160150009191,0.2365421885,0.40371353438,True,False,
80,53.841.740/0001-17,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CRÉDITO CONSIGNADO PRIVADO PAKETÁ DE RESPONSABILID,1918531934.02,0.00192001756723,0.398612215258,2,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,53841740000117,False,True,1918531934.02,0,398303784983.74,0.398612215258,30,50,161944623419.00,236359161564.74,0.162070026758,0.2365421885,0.406585700474,True,False,
81,53.300.525/0001-09,IBCB-AF01 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,1909790565.67,0.00191126942992,0.400523484688,2,HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,53300525000109,False,True,1909790565.67,0,400213575549.41,0.400523484688,31,50,163854413984.67,236359161564.74,0.163981296188,0.2365421885,0.40941743108,True,False,
82,24.504.464/0001-01,IOX II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,1893430371.86,0.00189489656744,0.402418381256,0,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,24504464000101,False,False,0,1893430371.86,402107005921.27,0.402418381256,31,51,163854413984.67,238252591936.60,0.163981296188,0.238437085068,0.40748957758,True,False,
83,43.489.824/0001-80,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS COMPLEMENTAR AUTO-FORD,1883891566.03,0.00188535037515,0.404303731631,2,BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,43489824000180,False,True,1883891566.03,0,403990897487.30,0.404303731631,32,51,165738305550.70,238252591936.60,0.165866646563,0.238437085068,0.41025257396,True,False,
84,41.776.416/0001-83,RHODONITE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,1881917745.61,0.00188337502628,0.406187106657,0,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,41776416000183,False,False,0,1881917745.61,405872815232.91,0.406187106657,32,52,165738305550.70,240134509682.21,0.165866646563,0.240320460094,0.408350348509,True,False,
85,63.572.282/0001-11,SELLER 3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO DE RESP LIMITADA,1876075238.87,0.00187752799534,0.408064634652,0,OLIVEIRA TRUST DTVM S.A.,63572282000111,False,False,0,1876075238.87,407748890471.78,0.408064634652,32,53,165738305550.70,242010584921.08,0.165866646563,0.242197988089,0.406471505928,True,False,
86,34.081.900/0001-22,GOLD STYLE FUNDO DE INVESTIMENTO EM DIREITO CREDITÓRIO NÃO PADRONIZADO,1865513705.60,0.00186695828365,0.409931592936,0,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,34081900000122,False,False,0,1865513705.60,409614404177.38,0.409931592936,32,54,165738305550.70,243876098626.68,0.165866646563,0.244064946373,0.404620305977,True,False,
87,28.279.473/0001-99,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS AUTO-HONDA,1844741719.62,0.00184617021269,0.411777763149,1,BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,28279473000199,False,True,1844741719.62,0,411459145897.00,0.411777763149,33,54,167583047270.32,243876098626.68,0.167712816776,0.244064946373,0.407289639668,True,False,
88,60.571.986/0001-81,BTG PACTUAL APOLO FIC DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,1833674485.73,0.00183509440878,0.413612857558,0,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,60571986000181,False,False,0,1833674485.73,413292820382.73,0.413612857558,33,55,167583047270.32,245709773112.41,0.167712816776,0.245900040782,0.405482599759,True,False,
89,50.716.952/0001-84,M8 CREDIT ADVANCED FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,1813162069.99,0.00181456610906,0.415427423667,0,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,50716952000184,False,False,0,1813162069.99,415105982452.72,0.415427423667,33,56,167583047270.32,247522935182.40,0.167712816776,0.247714606891,0.403711472141,True,False,
90,17.198.845/0001-36,INVISTA I FIC DE FIDC MULTISSETORIAL - RESPONSABILIDADE LIMITADA,1809956971.41,0.00181135852858,0.417238782195,0,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,17198845000136,False,False,0,1809956971.41,416915939424.13,0.417238782195,33,57,167583047270.32,249332892153.81,0.167712816776,0.249525965419,0.401958839717,True,False,
91,56.045.805/0001-06,BB CLAIM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,1800810921.71,0.00180220539655,0.419040987592,0,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,56045805000106,False,False,0,1800810921.71,418716750345.84,0.419040987592,33,58,167583047270.32,251133703075.52,0.167712816776,0.251328170816,0.400230100974,True,False,
92,56.924.942/0001-10,ASA LP II FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP LIM,1798768995.61,0.00180016188927,0.420841149481,0,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,56924942000110,False,False,0,1798768995.61,420515519341.45,0.420841149481,33,59,167583047270.32,252932472071.13,0.167712816776,0.253128332705,0.398518103524,True,False,
93,41.970.012/0001-26,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,1761615997.81,0.00176298012169,0.422604129603,0,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,41970012000126,False,False,0,1761615997.81,422277135339.26,0.422604129603,33,60,167583047270.32,254694088068.94,0.167712816776,0.254891312827,0.396855603218,True,False,
94,32.526.025/0001-10,COBUCCIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE CLASSE ÚNICA FECHADA DE RESPONS LIMITADA,1759550198.61,0.00176091272282,0.424365042326,1,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,32526025000110,False,True,1759550198.61,0,424036685537.87,0.424365042326,34,60,169342597468.93,254694088068.94,0.169473729499,0.254891312827,0.399358365077,True,False,
95,12.385.897/0001-06,FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RED P,1726822662.69,0.00172815984403,0.42609320217,0,HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,12385897000106,False,False,0,1726822662.69,425763508200.56,0.42609320217,34,61,169342597468.93,256420910731.63,0.169473729499,0.256619472671,0.397738637077,True,False,
96,38.376.526/0001-43,HOTFUND FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDAD,1702368453.87,0.00170368669886,0.427796888868,1,BANCO GENIAL S.A.,38376526000143,False,True,1702368453.87,0,427465876654.43,0.427796888868,35,61,171044965922.80,256420910731.63,0.171177416198,0.256619472671,0.400137122667,True,False,
97,40.750.266/0001-76,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MT I RECEIVABLES RESPONSABILIDADE LIMITADA,1701914787.69,0.00170323268138,0.42950012155,0,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,40750266000176,False,False,0,1701914787.69,429167791442.12,0.42950012155,35,62,171044965922.80,258122825519.32,0.171177416198,0.258322705352,0.398550332372,True,False,
98,49.520.420/0001-98,AFINITTY FIC DE FIDC FINANCEIROS - RESPONSABILIDADE LIMITADA,1689674163.73,0.00169098257878,0.431191104129,0,BANCO GENIAL S.A.,49520420000198,False,False,0,1689674163.73,430857465605.85,0.431191104129,35,63,171044965922.80,259812499683.05,0.171177416198,0.260013687931,0.396987355626,True,False,
99,22.358.482/0001-99,AFINITTY MF FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS - RESPONSABILIDADE LIMITADA,1668953204.88,0.00167024557446,0.432861349703,1,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,22358482000199,False,True,1668953204.88,0,432526418810.73,0.432861349703,36,63,172713919127.68,259812499683.05,0.172847661772,0.260013687931,0.399314149648,True,False,
100,05.754.060/0001-13,CATERPILLAR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DO SEGMENTO INDUSTRIAL II - RESP LIMITADA,1666972490.26,0.00166826332605,0.434529613029,2,BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,05754060000113,False,True,1666972490.26,0,434193391300.99,0.434529613029,37,63,174380891617.94,259812499683.05,0.174515925098,0.260013687931,0.401620326591,True,False,
101,12.428.086/0001-37,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS MULTISSETORIAL BS NP,1629151199.24,0.00163041274776,0.436160025777,3,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,12428086000137,False,True,1629151199.24,0,435822542500.23,0.436160025777,38,63,176010042817.18,259812499683.05,0.176146337846,0.260013687931,0.403857133703,True,False,
102,26.722.650/0001-34,VERDECARD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,1610706096.38,0.00161195336176,0.437771979139,0,OLIVEIRA TRUST DTVM S.A.,26722650000134,False,False,0,1610706096.38,437433248596.61,0.437771979139,38,64,176010042817.18,261423205779.43,0.176146337846,0.261625641293,0.402370060762,True,False,
103,08.632.394/0001-02,RED - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL LP - RESPONSABILIDADE LIMITADA,1569551198.23,0.00157076659493,0.439342745734,0,HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,08632394000102,False,False,0,1569551198.23,439002799794.84,0.439342745734,38,65,176010042817.18,262992756977.66,0.176146337846,0.263196407888,0.400931481301,True,False,
104,58.893.662/0001-18,JIVE BOSSANOVA90 - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,1554710409.76,0.00155591431436,0.440898660048,0,BANCO DAYCOVAL S.A.,58893662000118,False,False,0,1554710409.76,440557510204.60,0.440898660048,38,66,176010042817.18,264547467387.42,0.176146337846,0.264752322202,0.399516609615,True,False,
105,53.036.495/0001-75,XP RETURN I CONSIGNADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP LIMITADA,1546482100.39,0.00154767963332,0.442446339681,0,OLIVEIRA TRUST DTVM S.A.,53036495000175,False,False,0,1546482100.39,442103992304.99,0.442446339681,38,67,176010042817.18,266093949487.81,0.176146337846,0.266300001835,0.398119098404,True,False,
106,62.310.468/0001-30,MT INSS RECEIVABLES VI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,1535189477.94,0.00153637826632,0.443982717948,0,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,62310468000130,False,False,0,1535189477.94,443639181782.93,0.443982717948,38,68,176010042817.18,267629138965.75,0.176146337846,0.267836380102,0.396741428721,True,False,
107,35.726.300/0001-37,BRAVE 90 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,1534658749.92,0.00153584712733,0.445518565075,0,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,35726300000137,False,False,0,1534658749.92,445173840532.85,0.445518565075,38,69,176010042817.18,269163797715.67,0.176146337846,0.269372227229,0.395373732218,True,False,
108,23.200.289/0001-98,CF FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,1481651371.98,0.00148279870263,0.447001363777,0,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,23200289000198,False,False,0,1481651371.98,446655491904.83,0.447001363777,38,70,176010042817.18,270645449087.65,0.176146337846,0.270855025932,0.394062193362,True,False,
109,57.833.038/0001-62,ALDEBARAN II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,1477350540.58,0.00147849454084,0.448479858318,0,BANCO J. SAFRA S.A.,57833038000162,False,False,0,1477350540.58,448132842445.41,0.448479858318,38,71,176010042817.18,272122799628.23,0.176146337846,0.272333520472,0.392763096444,True,False,
110,66.929.956/0001-80,BV AUTO III SEGMENTO FINANCEIRO FIDC RESPONSABILIDADE LIMITADA,1461910524.62,0.00146304256876,0.449942900887,1,BANCO DAYCOVAL S.A.,66929956000180,False,True,1461910524.62,0,449594752970.03,0.449942900887,39,71,177471953341.80,272122799628.23,0.177609380415,0.272333520472,0.39473759907,True,False,
111,39.669.950/0001-49,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SOMACRED BACH - RESPONSABILIDADE LIMITADA,1461275229.61,0.0014624067818,0.451405307669,0,VERT DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,39669950000149,False,False,0,1461275229.61,451056028199.64,0.451405307669,39,72,177471953341.80,273584074857.84,0.177609380415,0.273795927254,0.393458777284,True,False,
112,13.764.696/0001-74,JC 4870 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,1447126452.70,0.00144824704865,0.452853554718,1,MAF DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,13764696000174,False,True,1447126452.70,0,452503154652.34,0.452853554718,40,72,178919079794.50,273584074857.84,0.179057627463,0.273795927254,0.395398524751,True,False,
113,47.227.790/0001-06,SAPPHIRE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,1425902192.06,0.00142700635281,0.45428056107,1,BANCO DAYCOVAL S.A.,47227790000106,False,True,1425902192.06,0,453929056844.40,0.45428056107,41,72,180344981986.56,273584074857.84,0.180484633816,0.273795927254,0.397297725861,True,False,
114,65.839.682/0001-76,FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS PICPAY FGTS II DE RESPONSABILIDADE LIMITADA,1420614297.06,0.00142171436308,0.455702275433,1,GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.,65839682000176,False,True,1420614297.06,0,455349671141.46,0.455702275433,42,72,181765596283.62,273584074857.84,0.181906348179,0.273795927254,0.399178055467,True,False,
115,57.325.251/0001-63,ANGICO FIDC SEGMENTO INFRAESTRUTURA E AGRONEGÓCIO DE RESPONSABILIDADE LIMITADA,1391099575.18,0.00139217678619,0.45709445222,0,INTRAG DTVM LTDA.,57325251000163,False,False,0,1391099575.18,456740770716.64,0.45709445222,42,73,181765596283.62,274975174433.02,0.181906348179,0.27518810404,0.397962275184,True,False,
